ID,MAG_ab,Replication_rate,MICOM,MICOM_ab1
KG8_genomic,1.22,NaN,2.52838990777659,37.0470356899098
KG1_genomic,0.09,NaN,0.229789463871068,37.0470356911074
KG2_genomic,1.04,0.274945032,2.15534877384201,37.0470356927942
KG11_genomic,30.57,0.937193188,63.3548192465002,37.0470356930647
KG14_genomic,0.06,NaN,0.167543472548359,37.0470356904535
KG7_genomic,0.02,NaN,0.104261070421062,37.0470356916736
KG13_genomic,20.33,0.68504098,42.1329236271295,37.0470356895854
KG10_genomic,0.03,NaN,0.108677683575046,37.0470356771792
KG12_genomic,35.32,1.49560964,73.1989602808758,37.0470356905201
KG9_genomic,9.49,1.606147377,19.6675575613113,37.0470356894657
KG5_genomic,0.03,NaN,0.081170924325259,37.0470356925542
KG3_genomic,0.1,NaN,0.290944117864139,37.0470356940688
KG4_genomic,0.01,NaN,0.110918395872674,37.0470356929101
KG6_genomic,1.68,0.930172866,3.48171725005301,37.0470356850809
KG8_genomic,2.41,NaN,4.69600578984744,37.0470356899098
KG1_genomic,0.13,NaN,0.310061790619523,37.0470356911074
KG2_genomic,1.49,0.245922371,2.90333967923335,37.0470356927942
KG11_genomic,17.27,0.883611978,33.6514605772131,37.0470356930647
KG14_genomic,0.16,NaN,0.315146298018562,37.0470356904535
KG7_genomic,0.07,NaN,0.216221402991614,37.0470356916736
KG13_genomic,35.92,0.710510717,69.9919203201723,37.0470356895854
KG10_genomic,0.08,NaN,0.167405067382907,37.0470356771792
KG12_genomic,19.95,1.514156652,38.8735748995435,37.0470356905201
KG9_genomic,16.98,1.605857279,33.0863810423005,37.0470356894657
KG5_genomic,0.03,NaN,0.0817573050747403,37.0470356925542
KG3_genomic,0.12,NaN,0.377008127297605,37.0470356940688
KG4_genomic,0.02,NaN,0.11551808521729,37.0470356929101
KG6_genomic,5.35,0.701140811,10.4247431434607,37.0470356850809
KG8_genomic,4.47,NaN,6.47937793080439,37.0470356899098
KG1_genomic,0.27,NaN,0.405973808536681,37.0470356911074
KG2_genomic,3.32,0.286856039,4.81242387701802,37.0470356927942
KG11_genomic,4.34,0.882399155,6.29093964646332,37.0470356930647
KG14_genomic,0.3,NaN,0.439583416086802,37.0470356904535
KG7_genomic,0.43,0.789107032,0.642331700333857,37.0470356916736
KG13_genomic,38.06,0.704825052,55.1689315540078,37.0470356895854
KG10_genomic,0.14,NaN,0.237539054720222,37.0470356771792
KG12_genomic,5.69,1.257465387,8.24779875308209,37.0470356905201
KG9_genomic,27.91,1.639674925,40.4562501227629,37.0470356894657
KG5_genomic,3.89,0.79204455,5.63865327759039,37.0470356925542
KG3_genomic,0.21,NaN,0.380475874356749,37.0470356940688
KG4_genomic,0.11,NaN,0.248677760466693,37.0470356929101
KG6_genomic,10.86,1.043701501,15.7418443687999,37.0470356850809
KG8_genomic,25.38,0.733712511,42.5759016000631,37.0470356899098
KG1_genomic,0.17,NaN,0.316475637157092,37.0470356911074
KG2_genomic,0.57,0.174776474,0.956802932050226,37.0470356927942
KG11_genomic,3.35,0.63770662,5.61975060520938,37.0470356930647
KG14_genomic,33.77,0.924128348,56.650441175498,37.0470356904535
KG7_genomic,0.74,0.546231008,1.24171064696284,37.0470356916736
KG13_genomic,0.64,0.700716825,1.07362399621904,37.0470356895854
KG10_genomic,24.24,0.565959274,40.6635088567827,37.0470356771792
KG12_genomic,6.22,0.768195032,10.4342832132539,37.0470356905201
KG9_genomic,1.65,1.501470092,2.76793686525237,37.0470356894657
KG5_genomic,0.38,0.52511236,0.637464247755371,37.0470356925542
KG3_genomic,0.16,NaN,0.3170443675778,37.0470356940688
KG4_genomic,1.1,0.751070348,1.84529124350169,37.0470356929101
KG6_genomic,1.62,0.78112358,2.71761074042937,37.0470356850809
KG8_genomic,2.1,0.741515229,1.71053104349279,37.0470356899098
KG1_genomic,0.04,NaN,0.088678702694481,37.0470356911074
KG2_genomic,0.02,NaN,0.128211395363764,37.0470356927942
KG11_genomic,0.11,0.606080474,0.217391521387619,37.0470356930647
KG14_genomic,84.03,0.478124956,68.4456778974759,37.0470356904535
KG7_genomic,0.06,NaN,0.125646547278223,37.0470356916736
KG13_genomic,2.07,NaN,1.68609488572861,37.0470356895854
KG10_genomic,6.23,0.473705542,5.07457542902862,37.0470356771792
KG12_genomic,0.2,0.766801524,0.316914481695819,37.0470356905201
KG9_genomic,0.28,NaN,0.252045964311346,37.0470356894657
KG5_genomic,0.01,NaN,0.0251397427827308,37.0470356925542
KG3_genomic,0.02,NaN,0.0728446895091453,37.0470356940688
KG4_genomic,0.05,0.751070348,0.104230945598221,37.0470356929101
KG6_genomic,4.77,0.781242489,3.88534908450505,37.0470356850809
