"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_8h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,181,57.2895136769658,5.86516445984012,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,1839,15.5976012566718,4.05290284819661,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1174,26.2861480387393,4.77009683989726,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,841,13.6507950141176,3.87290704839529,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,67,4.71258123555151,2.51414277610839,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,362,9.73258147407913,3.42392521962314,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,357,5.21157603830211,2.63495936412442,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,5377,117.742203184666,6.89168897651427,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,644,22.8796321393407,4.57770870725069,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,741,27.3008170938027,4.82277180166041,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,99,2.8965263194306,1.96218856118516,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,74,3.18079695334903,2.06377797844311,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,29,1.4958342429263,1.31952212296258,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,248270,2705.46940863025,11.4021963659469,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,15653,289.11823009338,8.18049714245982,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1619,30.3873047035214,4.97210924174893,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,441,43.8692077106489,5.487653804375,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,416,56.7992231796762,5.85297819795311,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,137,48.5075178075779,5.62957571260858,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,10730,192.074345589123,7.59301267125563,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,824,18.9993835559627,4.32188362716429,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,113,4.68369281113315,2.50682858275962,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,72,5.44959101995639,2.68920767957653,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,1588,125.657110109146,6.98478425720242,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,675,64.3872911604437,6.03093835199444,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,2071,45.927170745503,5.55235157731885,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,10185,75.5291648550399,6.25793775083968,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,1092,46.0848242616918,5.55719023985702,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,793,36.8129965233276,5.24081027634812,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,1272,27.941331033972,4.85505936893228,"ispH","AAC73140.1"
