"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_4h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,88,28.6575159330596,4.89032585987017,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,1877,16.3794632784266,4.11931162367323,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1151,26.5151132145913,4.78215235972739,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,1082,18.0695992072089,4.25320261720356,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,179,12.9537761414588,3.80258368886662,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,827,22.8762216955987,4.57750264956825,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,626,9.40230868663276,3.37883185028429,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,14582,328.525076521914,8.3642444468054,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,870,31.801069976737,5.03567097146716,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,258,9.7799459136632,3.43027803454683,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,113,3.40157489541569,2.13801981631289,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,91,4.02443510788337,2.32896140467633,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,56,2.97189054120618,1.98982586510321,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,59433,666.354516607798,9.38230955309982,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,3536,67.1969339120018,6.09163497300212,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1520,29.3527117373656,4.92375350874177,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,310,31.7279640687445,5.03245195332616,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,293,41.1600596489532,5.3978050030197,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,115,41.8934025292608,5.42268385752415,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,5839,107.539354455742,6.76207442307874,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,1851,43.9114751590176,5.48901220443855,"nhaR","AAC73131.1"
