"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_8h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,93,30.6996996585836,4.98639726638376,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,3160,27.9523151711751,4.85560681278839,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1479,34.5367640801781,5.15124041277551,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,849,14.3722332562103,3.9422548678283,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,69,5.06159922686324,2.59969846899281,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,473,13.2628004586383,3.83418537338181,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,389,5.92250016181236,2.79129318231498,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,7612,173.838320944919,7.44987761819471,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,735,27.2336045358403,4.81934142183345,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,651,25.0145700921792,4.70124796091787,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,111,3.38703653050786,2.1332467196152,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,88,3.9449501220641,2.30595596911104,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,17,0.914511164660315,0.93697607343075,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,239287,2719.51905208873,11.4096662164444,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,15732,303.051505964873,8.24817192497632,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1656,32.4160640512859,5.0624699088342,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,504,52.2885207088133,5.73575287927671,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,469,66.7846302081521,6.0828862821694,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,152,56.1289205348844,5.83614936498632,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,11214,209.355709521791,7.71668716636484,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,886,21.3059369702026,4.47935584527967,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,73,3.15563989066086,2.05507064209893,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,58,4.57840308138764,2.4798521836507,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,1388,114.546191199231,6.8523258941623,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,647,64.3658160171275,6.03046444994023,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,2733,63.2097165150331,6.0047197241254,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,11937,92.3216293487612,6.54413959115993,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,1149,50.5719783623119,5.68851548498045,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,840,40.6688494401881,5.3808973597982,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,1227,28.1098908647537,4.8634375255822,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,120,2.85729621359636,1.94758993919392,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,758,20.0905812536904,4.39852695105553,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,124,2.35123896427794,1.74469456338122,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,382,2.58305075920322,1.84118848159835,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,215,11.8287373236478,3.68130727415693,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,89,3.28093509805724,2.09792596344403,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,19,0.526654947766885,0.610374023236332,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,88,1.23374887987333,1.15946700581893,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,124,2.2180406978287,1.68618257161275,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,177,3.37382187425633,2.12889446721732,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,7,0.100665468911357,0.138376049575515,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,8,0.226063643358467,0.294033869383123,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,14,0.32379657197602,0.40468144000757,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,27,0.457067488713403,0.543067701957819,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,2,0.15129780297689,0.203261059626866,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,5,0.0817825962037245,0.113410592609086,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,347,14.2373796970796,3.92954292533995,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,949,11.0980958473483,3.5967080905059,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,2342,106.301836371563,6.74553095647006,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1579,40.8084095488415,5.38572125714905,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,4833,278.560869252309,8.12701862743216,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,7625,202.098525144313,7.6660359529208,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,1258,27.6847470756259,4.84221189213996,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,7433,125.828986800249,6.98674070129086,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,25755,238.268020321211,7.90248377425203,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,144,3.84474416976568,2.27642048509235,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,267,8.93563429931717,3.31261207328957,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,117,16.0318577644946,4.09016390168575,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,1480,48.8554360158104,5.63967891316138,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,4547,34.0780735671044,5.13249761429202,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,1853,17.164581362215,4.18305621133627,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,40,1.25211974877427,1.17128353983809,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,349,5.05896366361051,2.59907105356187,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,402,5.14892840607068,2.62033500915893,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,1301,32.246570649491,5.05513363062512,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,803,22.8691079134951,4.57707274288113,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,86,2.68050356518714,1.87990316880861,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,82,1.10895372908201,1.07652744242595,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,99,2.19197304800666,1.67444846995897,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,14,3.27974592259582,2.09752515010971,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,336,4.42052711306393,2.43843315165791,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,115,11.037408005715,3.58945286739382,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,108,17.8256320598227,4.23462639825808,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,423,7.81666817211904,3.14023356284673,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,454,16.3221867449128,4.11454916160918,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,604,9.39277495483085,3.37750901179106,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,368,7.342099977428,3.06041060257421,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,346,4.7953318928248,2.53489128529066,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,1,0.250423949754853,0.322417316097096,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,42,0.968305939052098,0.976954480051805,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,206,2.60179595797477,1.84871645477117,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,108,4.78248665019634,2.53169003017097,"ilvH","AAC73189.1"
