"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1000_8h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,7,3.64219513358299,2.21480716730446,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,536,7.47324952413619,3.08291535483429,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,294,10.8211842554041,3.56330266795065,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,414,11.0466577677902,3.59056103464904,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,14,1.61875339270355,1.38888020788442,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,92,4.0660799505637,2.34086984518535,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,81,1.94381303625184,1.55768604767293,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,4251,153.02128179827,7.26698589799057,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,128,7.47552587184381,3.08330288437458,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,23,1.39300887195238,1.25882574560101,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,0,0,0,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,0,0,0,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,8,0.678334755037679,0.747030499607194,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,6931,124.16033944981,6.96763366623301,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,544,16.5175412499891,4.13072838835505,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,288,8.88600245143699,3.30538726422354,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,82,13.4092245326198,3.84892079035508,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,81,18.1803689861202,4.26155856963992,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,20,11.6409142284009,3.660028902159,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,228,6.70923642675442,2.94658797325471,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,117,4.43472576813748,2.44220723986535,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,41,2.7935884442958,1.92356317332518,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,38,4.72806697465122,2.51804836121814,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,541,70.3724131167286,6.15729464602763,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,81,12.7013536752346,3.776246531436,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,425,15.4934142397639,4.04381817146229,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,2425,29.5620128368557,4.93366765835661,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,261,18.1069129498126,4.25602279985053,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,128,9.76802047254258,3.42868115285384,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,192,6.93313755937565,2.9878915653125,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,176,6.60542368020298,2.92702861932414,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,128,5.34745646307076,2.66617859452385,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,1308,39.0928038657159,5.32527140989946,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,4016,42.8033020008413,5.45296772272024,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,337,29.2242800004159,4.91763606704326,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,36,2.09181910500198,1.62845591306905,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,8,0.349523633320942,0.432450241996593,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,11,0.243080866609786,0.313920151629397,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,32,0.902218639705288,0.927683078107092,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,46,1.38204029815748,1.25219782019622,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,2,0.045334253430736,0.0639643285846841,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,10,0.445404630010149,0.531473420748204,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,16,0.583281477261699,0.662917761950315,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,13,0.346875727007904,0.429616742930582,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,4,0.476954124635868,0.56262501554875,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,10,0.257813040343713,0.330917497881893,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,9,0.582045711420043,0.661791285453092,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,75,1.38247572358223,1.25246151375916,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,82,5.86653573302118,2.77958242199383,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,104,4.23657471562679,2.38862344218076,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,164,14.8991383695776,3.99087667777938,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,267,11.1544599659367,3.60341388938333,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,234,8.11689201198496,3.18854208720838,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,934,24.9216868481064,4.69608769922922,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,1580,23.0396183518371,4.58734208718095,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,63,2.65130381047586,1.86841171468667,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,30,1.58252059787016,1.36877985589639,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,34,7.34329369250695,3.06061703064677,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,79,4.11047736504367,2.35345805828915,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,335,3.95739026013662,2.30958083641599,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,50,0.730031823422247,0.790798576053442,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,0,0,0,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,35,0.799683562263731,0.847743260285135,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,19,0.383582153146307,0.468408309591492,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,334,13.0486834917444,3.81236303608646,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,77,3.45651459736112,2.15591583146522,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,38,1.86687623033439,1.51947962144722,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,26,0.554226021923244,0.636196321632785,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,77,2.68722933636306,1.8825371512145,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,14,5.16956728637586,2.62516930692876,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,142,2.94467329123014,1.97990581718666,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,15,2.269209051131,1.70894163387694,"sgrS",NA
