"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_24h_3.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,32,13.3611742355364,3.84410181024095,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,297,3.32300214886552,2.11203355336471,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,314,9.27441636043866,3.36098453864194,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,233,4.98902820012818,2.58232192545193,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,20,1.8557186438245,1.51385384660987,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,90,3.19197936611512,2.06763161561662,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,57,1.09767508460185,1.0687912317116,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,768,22.1845911835322,4.53509438262241,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,136,6.3738254644013,2.88241326880186,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,140,6.80430169402318,2.96426954986623,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,35,1.35085401278401,1.23318495091269,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,28,1.58767039527207,1.37165386563421,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,17,1.15673128798394,1.10884643906568,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,32971,473.967530606278,8.89168508209324,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,3220,78.4570277557526,6.31210292251629,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,351,8.69061551944173,3.27658830430328,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,315,41.3361327911908,5.40381758676993,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,301,54.2142743797317,5.78696938570645,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,77,35.96477090307,5.20807906684701,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,6098,143.997565130352,7.17988486378142,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,208,6.32664872742287,2.87315344802982,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,12,0.656129091923663,0.727815132389999,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,6,0.599074388278127,0.677237053955008,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,274,28.6012635979451,4.88758685680846,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,153,19.2524454095957,4.34002421361513,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,391,11.4383778636628,3.63672644525596,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,1069,10.4575377952391,3.51822513965821,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,131,7.29297427023029,3.05188961623773,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,92,5.63396180265119,2.72987070532998,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,141,4.08580071753095,2.34647493244435,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,25,0.752935023518958,0.80977252035055,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,140,4.69347817580431,2.50931027185117,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,2,0.0479676620727482,0.0675941992350135,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,36,0.307904154869205,0.387256821905357,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,20,1.39178898286838,1.2580901124464,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,13,0.606170024010694,0.68362462001192,"caiE","AAC73146.2"
