"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_4h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,190,56.1234255520697,5.83601059174036,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,2016,15.9573445098109,4.08383835898186,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,2014,42.0835461052819,5.42906509448996,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,2218,33.598315215787,5.11262988162195,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,207,13.5877767126064,3.86668811727199,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,1110,27.8507224544105,4.85053554091047,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,741,10.0951570489886,3.47185818353031,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,41750,853.183819423636,9.73840275942608,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,1413,46.8488938429549,5.58041366817276,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,350,12.0342627889428,3.70423708199457,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,78,2.12976112886669,1.64605255129522,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,63,2.52719518567799,1.81852141291138,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,34,1.63665973929622,1.39871140354855,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,52521,534.128041637803,9.063740320418,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,3795,65.4159541999484,6.05345793706784,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,2585,45.2793192104725,5.53229573679821,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,384,35.6489247416455,5.19569896602538,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,374,47.6556806442136,5.60453634714557,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,143,47.2518189438389,5.59251142341925,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,3684,61.5436530123684,5.9667915806824,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,1636,35.2038050273631,5.17806942771031,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,480,18.5671483029404,4.29036160920742,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,482,34.04649911637,5.13119843185629,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,2243,165.637951991174,7.38057320340699,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,736,65.5191425046225,6.05569766591329,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,3662,75.7882610824161,6.26281387233602,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,18733,129.644766992166,7.02950552809014,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,2420,95.3113612884272,6.58963408929739,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,1988,86.126811927906,6.44504484910771,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,2040,41.8200122659288,5.42021330387543,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,1878,40.0137264902384,5.35803492718308,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,1629,38.63525403256,5.30871231791615,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,4032,68.4124273762649,6.11712207626504,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,19335,116.991186548485,6.8825352900596,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,2454,120.813058162087,6.92852498587527,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,366,12.0733588710998,3.70855794788901,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,80,1.98427539115393,1.57738067470833,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,292,3.66324817868823,2.22133521214295,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,390,6.24240330874719,2.85646851861586,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,662,11.2913602671687,3.61957268041924,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,27,0.347444656361953,0.430226018334479,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,63,1.59301797696434,1.37463220819175,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,76,1.57288581165036,1.36338742962462,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,152,2.3024995098285,1.72355834734098,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,17,1.15077637919266,1.10485753247795,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,31,0.453724232177709,0.539753619599506,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,532,19.5322204181214,4.3598177482956,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,1089,11.395923632312,3.63179386692605,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,1549,62.9136215777445,5.9980515329199,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1759,40.6792343512642,5.38125687039774,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,2297,118.46872125515,6.9004891377141,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,5122,121.479294754311,6.9363940705942,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,2823,55.5917299415765,5.82251933444599,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,10642,161.205261734177,7.34167680929711,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,18227,150.889419415532,7.24687756528693,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,513,12.2563657271799,3.7286134053287,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,423,12.667586664748,3.77268661843333,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,238,29.1819519553761,4.91561420708984,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,518,15.3010181241959,4.02689016958035,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,1678,11.2533397299452,3.61510311392355,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,1126,9.33330758442449,3.36923021471062,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,185,5.18199505437668,2.6280725000342,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,713,9.24836698402948,3.35732213810733,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,257,2.94552908262696,1.98021877392733,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,1565,34.7104282694047,5.15827353092395,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,941,23.9807462493075,4.6427446700756,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,345,9.62224531150236,3.40901684760069,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,195,2.35979119492678,1.748371574848,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,795,15.7509421197962,4.06617033394045,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,170,35.6369459362888,5.19522733996491,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,1039,12.2317816673266,3.72593542933507,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,118,10.1342276420014,3.47692957975747,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,112,16.5416412153469,4.13271182912798,"sgrT","ACO59989.1"
