"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_8h_3.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,84,30.9221053497385,4.99648389925035,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,2356,23.2404524750253,4.59934472345824,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1065,27.7333076230429,4.84465217257135,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,724,13.6676460764412,3.87456545490127,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,70,5.72631580550713,2.74981651605498,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,432,13.508167367343,3.85879338844598,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,286,4.85579232456211,2.54986438940796,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,4872,124.077378698951,6.96667707927942,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,584,24.1306614148105,4.65137673694994,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,602,25.7956892952845,4.74392902346122,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,120,4.08335124666415,2.34577992079478,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,99,4.9491729461883,2.5726891189471,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,47,2.8195288299497,1.93339468103068,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,254816,3229.5222879793,11.6575517131614,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,15357,329.896330075488,8.37023548078675,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1420,30.9975154385134,4.99988798113449,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,491,56.8062214265094,5.8531528668201,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,459,72.887819752955,6.20726465370651,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,161,66.2990902837613,6.0725150982077,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,11123,231.571327938337,7.86152943795787,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,717,19.2275815904594,4.33825193648318,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,54,2.60313641974839,1.84925327523644,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,40,3.52115071270314,2.17669001074367,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,1081,99.4845115567479,6.65082933473821,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,598,66.3423382226288,6.07344190936487,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,2179,56.2004809772431,5.8379553730198,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,9166,79.0545208680139,6.32291097232843,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,844,41.4258046272687,5.40687011637038,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,647,34.9321625038236,5.16720385849518,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,1023,26.135380163783,4.76210321571297,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,80,2.12423518405698,1.64350305978643,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,651,19.2416750442716,4.3392567761287,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,51,1.07840986579655,1.05548018409992,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,223,1.68156257034026,1.42307391693281,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,146,8.95759401004329,3.31579719519534,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,41,1.6855051381112,1.42519348176917,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,10,0.309108650351802,0.388584839696292,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,47,0.734819289658705,0.794785389897834,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,191,3.80995445342485,2.26602323284579,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,176,3.74110710892974,2.24522398614093,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,9,0.144332316342485,0.194506074422858,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,10,0.315122437323627,0.39519712004748,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,6,0.154751209666571,0.207582057491604,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,8,0.151023713551836,0.202917556381716,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,0,0,0,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,6,0.109441170800233,0.149833169251959,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,289,13.2232140041456,3.83017560090752,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,757,9.87226329450473,3.44258039439419,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,2371,120.0118198849,6.91900416005557,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1417,40.8390828746292,5.38677932250649,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,4566,293.479528211634,8.20202353325617,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,6621,195.697589044734,7.619835464145,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,681,16.7126617009301,4.14670911862008,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,5950,112.323886954178,6.8243081811899,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,23202,239.369171112252,7.90910806279738,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,124,3.6920300855255,2.23021226402697,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,241,8.9943494933242,3.32111266869113,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,131,20.0174096176879,4.39351296390173,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,1294,47.6347670506686,5.6039161025301,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,4326,36.1555679682701,5.2155065177184,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,1562,16.135313839869,4.09890071050145,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,89,3.10680840901006,2.03801764422019,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,272,4.39687003167083,2.43212294450497,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,291,4.15644827515381,2.36637768965556,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,976,26.9770618425802,4.80617255318294,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,583,18.5157293751515,4.28656547753357,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,102,3.54533028841269,2.18438513229439,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,28,0.422275802417285,0.508201254125869,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,91,2.24688062246575,1.69905434226407,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,29,7.57615330765482,3.10033069569966,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,302,4.43078131348479,2.44115977003745,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,115,12.3085158173125,3.73427778391369,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,113,20.798797050717,4.44617661810745,"sgrT","ACO59989.1"
