"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_8h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,202,51.7143784744385,5.72012462267884,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,6899,47.3288125812117,5.59481164367241,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,4186,75.8091200927698,6.26320571744106,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,3493,45.8589296804299,5.55025209641297,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,179,10.1835794795649,3.48331011409744,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,861,18.7234557334534,4.30184044238063,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,825,9.74132853136411,3.42510053765904,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,24635,436.322960673009,8.77255528568867,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,1645,47.2707455291455,5.59307720389269,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,1380,41.1244310986419,5.39658529734304,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,123,2.91078933671334,1.96745982421595,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,92,3.19856686322771,2.06989696309439,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,82,3.42107586240876,2.14439749008974,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,255023,2247.8178366345,11.1349510863612,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,14715,219.837378778921,7.78684057210355,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,4772,72.4451216909136,6.19859476339452,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,1188,95.5874820231912,6.59376431921446,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,1130,124.793190533347,6.97491001779746,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,427,122.28684461878,6.94587505426971,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,12389,179.37803925063,7.494879893153,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,1752,32.6745623880197,5.07358729240164,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,370,12.4043800324708,3.74463258949589,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,488,29.8754610041741,4.94838877274971,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,3641,233.034717853255,7.87057875188871,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,1392,107.398692960885,6.76020355098479,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,6326,113.470288847899,6.83882938028839,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,25067,150.355524387712,7.2417975234225,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,2762,94.2806028689102,6.57411063648187,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,1865,70.0277540860135,6.15031096257921,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,2434,43.2457997087365,5.46746860032039,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,320,5.90925538808711,2.78853023944161,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,1831,37.6374682681819,5.27192865912827,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,10630,156.320923274205,7.29756674798238,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,34658,181.753104161716,7.51375210112716,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,2959,126.256473519689,6.99159523764508,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,178,5.08904624078758,2.60621626894538,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,39,0.838389704691032,0.878442623770738,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,211,2.29422134713046,1.71993749667893,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,452,6.27039676571497,2.86203409816276,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,486,7.18445641548681,3.03288660085046,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,21,0.234212752232042,0.303591106103124,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,22,0.482138906299422,0.567680663594015,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,49,0.878919404607502,0.909903184338165,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,32,0.420121886565634,0.506014759023855,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,17,0.99737920531353,0.998108256512625,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,14,0.177593753569341,0.235841923893402,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,505,16.0694396389498,4.09334379277394,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,1269,11.5093989114441,3.64494056318302,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,4465,157.175228884409,7.30537987325298,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,2354,47.1826967413801,5.59044323704278,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,5603,250.456725484446,7.97416633016021,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,9300,191.167916381262,7.58622367915709,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,2858,48.7787767920611,5.63745887446888,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,15166,199.1115166142,7.64466038792333,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,46872,336.299676185819,8.39788712311642,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,496,10.2705900173463,3.49449113771058,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,687,17.8311611138081,4.2350500529642,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,371,39.4258132923937,5.337204893227,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,1555,39.8098309543326,5.35084482945174,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,5772,33.5494315676981,5.11059006943117,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,2587,18.5850180370668,4.29167855184464,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,140,3.39877700796497,2.13710246697722,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,857,9.6344231512921,3.41066987342892,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,731,7.2613427857747,3.04637629410627,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,3168,60.8975994686997,5.95181155437928,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,1369,30.2375005026818,4.96520711441555,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,281,6.79255274994643,2.96209601588575,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,146,1.53130320316294,1.33988032590001,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,571,9.80493875869198,3.43361899005732,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,90,16.3517197986886,4.11700675608152,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,1330,13.5704792129616,3.86497642230996,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,178,13.249455190773,3.8328348556668,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,171,21.8890067305173,4.51658295332274,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,991,14.2024649119455,3.92623335460438,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,755,21.0512652303799,4.46278953022697,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,1211,14.6052798706298,3.96396232618159,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,974,15.0709349084739,4.00638195349502,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,853,9.16854382181347,3.3460411888847,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,1,0.19421582902657,0.256063596508398,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,172,3.07539223868105,2.02693891911484,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,658,6.4452633904087,2.89632288780199,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,263,9.03222029259541,3.32656902791921,"ilvH","AAC73189.1"
"84","b0080","U00096.3",88028,89032,"+",1005,14096,236.992010306858,7.89476933102158,"cra","AAC73191.1"
"85","b0081","U00096.3",89634,90092,"+",459,4993,183.803067944838,7.5298448971351,"mraZ","AAC73192.1"
