"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1000_8h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,41,19.4702618241776,4.35545765010784,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,666,8.47503865743296,3.24413182938115,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,451,15.1504931236366,4.01350631034303,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,422,10.2769862286466,3.49530965429705,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,34,3.58801572911675,2.19787033736068,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,93,3.75140368135111,2.24835378396253,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,125,2.73780334491428,1.90219066732271,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,4981,163.643981532216,7.3632059657692,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,154,8.20871665758012,3.20300011388979,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,40,2.21110212998791,1.68306855110664,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,12,0.526762566261826,0.610475719560736,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,5,0.32245239395657,0.403215788699258,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,0,0,0,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,14339,234.438331788673,7.87920541490634,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,935,25.9108032427595,4.75011354855804,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,284,7.99751468525816,3.16952655184095,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,55,8.20871665758012,3.20300011388979,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,54,11.0620138914983,3.59239889671214,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,15,7.96839983709627,3.16485059907745,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,184,4.9417279995154,2.57088256297675,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,144,4.98156916968137,2.58052400220788,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,46,2.86061338067186,1.94883008349099,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,27,3.06610167644791,2.02364629149183,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,253,30.0364404970545,4.95589120229278,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,58,8.30071970853681,3.21734235920586,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,579,19.2645793938461,4.34088832639303,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,3081,34.2796770556744,5.14076544965158,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,301,19.0586953140731,4.32615586608522,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,174,12.1190507744637,3.71359143279187,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,181,5.96526756819846,2.80017877449179,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,287,9.83088629810937,3.43707939928965,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,207,7.89278728389754,3.15263567669332,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,1373,37.4526350799917,5.2650105613859,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,2569,24.9902406726364,4.69989808828237,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,445,35.2205955762563,5.178738363645,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,58,3.07590121179283,2.0271190851191,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,6,0.239254753378463,0.309472792528138,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,51,1.02861068682208,1.02049202227439,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,51,1.31236535904886,1.20936936498569,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,56,1.53558431389712,1.34231824806609,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,2,0.0413760695611599,0.0584911596206006,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,26,1.05694123217516,1.04050057594325,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,13,0.432538052020724,0.518573461308517,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,22,0.535767054573994,0.618959404407293,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,5,0.544138414801713,0.626802079936137,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,2,0.0470606196585265,0.0663449696317214,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,20,1.18050367956982,1.12466142494951,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,46,0.773885745495769,0.826913089844748,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,97,6.33377114829193,2.87455524718188,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,100,3.71795642853839,2.23816209500343,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,153,12.6861984708056,3.77464986880705,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,252,9.60861060648396,3.40716381594768,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,154,4.87548019662334,2.55470676639703,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,892,21.7229187581819,4.50607625576427,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,2124,28.2680253074467,4.87125350632389,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,17,0.652966097762055,0.725057135342791,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,65,3.1294227726845,2.04594013002576,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,41,8.08199547418694,3.18300931782703,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,69,3.27670259967868,2.09649888622134,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,342,3.68733796383278,2.22876881896193,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,86,1.14602213076606,1.10166495390516,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,10,0.450321446732452,0.536372692109652,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,97,2.02276124496349,1.59586703112899,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,59,1.08712521391072,1.06151715539433,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,654,23.3195810477206,4.60404647064329,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,125,5.12130272754553,2.61383871804302,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,30,1.34516620998192,1.22969017511552,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,25,0.486380705968011,0.571803679986508,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,76,2.42075236243494,1.77431366726908,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,15,5.05522140202881,2.59817971132661,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,196,3.70960449743081,2.23560591046375,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,53,7.31782269914832,3.05620593314661,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,53,12.5844375205051,3.76388292521148,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,85,2.25962822635215,1.70470742869448,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,115,5.94780999941674,2.79655830145083,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,244,5.45862879156973,2.69122790399295,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,146,4.19046374827517,2.37586344367901,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,178,3.5489455084472,2.18553215277337,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,0,0,0,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,38,1.26032821409311,1.17653227638572,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,210,3.8155931973574,2.26771352396149,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,92,5.86076887747406,2.77837026642143,"ilvH","AAC73189.1"
