"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_24h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,23,11.4966318801573,3.64346740380973,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,251,3.36198703819461,2.1249854829635,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,252,8.91057278674574,3.30896844113702,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,268,6.86978226060684,2.97632372011798,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,21,2.33264994669859,1.73666978829002,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,63,2.67489202382039,1.8777018611089,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,110,2.53594468598858,1.82209570632602,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,482,16.668072799725,4.14307277688711,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,176,9.87465808340044,3.44289813592806,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,241,14.0223469584988,3.90903831924944,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,58,2.67988715365012,1.87966152569382,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,51,3.46194873041775,2.15767393653207,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,11,0.896033789049299,0.922984674605105,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,66580,1145.79890540786,10.1633967173359,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,6796,198.233701495339,7.63831789776158,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,552,16.3617833766121,4.11784324177397,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,424,66.609057253483,6.07914462511366,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,388,83.6617644748704,6.40363865172959,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,130,72.690568556927,6.20340807965067,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,8778,248.148380705093,7.96086138729075,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,290,10.5598202412041,3.53104705854431,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,14,0.916398193345874,0.938397358505619,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,2,0.239060398264141,0.309246513670913,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,141,17.6198379902411,4.21876861506159,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,208,31.3332861724836,5.014948237174,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,468,16.3901027192052,4.12019454921388,"ribF","AAC73136.1"
