"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1000_24h_3.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,10,7.54425502489902,3.09495470855008,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,74,1.49598625828692,1.31960999142937,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,75,4.00257903250269,2.32267205451463,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,58,2.24393226381612,1.6977436951172,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,21,3.52065234495288,2.17653097328665,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,38,2.43513405436895,1.78036640058619,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,24,0.835087348668068,0.875848735815647,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,232,12.108766555687,3.71246003920298,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,39,3.30253612824661,2.10518730657655,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,36,3.16140210567197,2.05706969906049,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,17,1.18552578962699,1.12798040230452,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,11,1.12698130618862,1.08880735366178,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,0,0,0,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,13732,356.67443193147,8.48250318190138,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,1495,65.817121424119,6.06214592556079,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,57,2.54999886825428,1.82781856468374,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,51,12.0923630541953,3.71065360919789,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,46,14.9701687945055,3.99730765608417,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,19,16.0347386461413,4.09040790807987,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,1824,77.8241299843568,6.3005654362415,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,99,5.4408567696126,2.68725260993257,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,6,0.592762894813494,0.671531517373906,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,0,0,0,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,25,4.71515939056189,2.51479373444441,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,51,11.5954166273105,3.65482693877085,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,172,9.09154809369996,3.335075602908,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,488,8.62567858863854,3.26688825102781,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,66,6.63894442191114,2.93337329500347,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,58,6.4176462745141,2.89096147164627,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,39,2.04194662819033,1.60499484079396,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,14,0.761846081202917,0.817087892711957,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,26,1.57493207089133,1.36453437315765,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,0,0,0,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,14,0.216352937399339,0.282561902429977,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,0,0,0,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,2,0.168501127459674,0.22465912614444,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,4,0.253394825263784,0.325840941974504,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,12,0.384494850689834,0.469359687942434,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,8,0.32704159713848,0.408213593801421,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,24,1.04550305856868,1.03245569443866,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,6,0.197196368967658,0.259659808338647,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,0,0,0,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,4,0.211431351016278,0.276712652948983,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,0,0,0,"fixC","AAC73154.1"
