"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_8h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,233,57.4482858183117,5.86908880864882,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,5452,36.0210629463262,5.21027441325572,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,4304,75.0681490907677,6.24922059634703,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,3497,44.2162772106605,5.4987703105325,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,165,9.04050277541386,3.32775960854209,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,522,10.9323763291877,3.57680947882056,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,750,8.52877620322062,3.25229093827823,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,18227,310.908007712204,8.28497678172497,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,1416,39.1878120305694,5.32868612890076,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,1183,33.9521104232209,5.12730766365526,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,96,2.18795361287327,1.6726306371814,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,76,2.54473411456094,1.82567741703028,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,31,1.24558038239035,1.16708836549328,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,128330,1089.35936259987,10.0905879840637,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,7614,109.550750342707,6.78856500698702,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,3704,54.15529209725,5.78542741254748,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,1227,95.080259189424,6.5861681378001,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,1184,125.928885718706,6.98787661624997,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,477,131.562299711362,7.05052672576144,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,9720,135.537820530112,7.09315681808897,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,1596,28.6661770123719,4.89074711807717,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,243,7.84586490866274,3.14500321000838,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,189,11.1434023340427,3.60210078688883,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,2483,153.051602668313,7.26726988123735,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,970,72.0763371957653,6.19133241848145,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,3911,67.5619229706565,6.09933566847611,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,20239,116.91420809687,6.88159375640362,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,1981,65.1244945385267,6.04711288406793,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,1587,57.3891116183272,5.86762745579368,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,2106,36.0365277823752,5.21087694548451,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,578,10.2794962705361,3.4956307349444,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,1297,25.6763476636024,4.73748925135352,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,8289,117.394351183403,6.8874564386968,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,51131,258.240194083623,8.01814560903701,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,1940,79.7207972013767,6.33486851750796,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,264,7.26911492195713,3.04773291996044,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,25,0.517586036760335,0.601778309752054,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,253,2.64932108360584,1.86762809127507,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,331,4.42227549555959,2.43889841564343,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,459,6.53478862033852,2.91356703927275,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,20,0.214823828326666,0.280747111832996,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,16,0.337699714567988,0.419754297650229,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,33,0.570069920233103,0.65082880837003,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,59,0.745999529719465,0.804053170381163,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,14,0.791043992848712,0.840800774222361,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,22,0.268771704133925,0.343432501847416,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,491,15.0470741109431,4.0042383672857,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,1788,15.6177960989758,4.05465715522005,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,5110,173.238634433868,7.4449207421056,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1971,38.0473259153182,5.28715184630695,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,3918,168.669951781293,7.40658727878891,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,6797,134.558315396689,7.08276980323521,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,2455,40.3535169338928,5.36993812434015,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,14944,188.952830036062,7.56949739611079,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,35351,244.273233335278,7.9382459909696,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,288,5.74337823379233,2.75347152020979,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,574,14.3481527919472,3.93999312714342,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,363,37.151349141229,5.25366217068754,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,1391,34.2963800743655,5.1414483260735,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,5304,29.6909143782013,4.93973972372354,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,2193,15.1728234080224,4.01549965750706,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,199,4.65274151458799,2.49895072774724,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,1121,12.137010312861,3.71556508306159,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,1165,11.1451700882086,3.60231078936479,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,3958,73.274354918269,6.21479226502202,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,1231,26.1855503918458,4.76476813176159,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,259,6.02958854634898,2.81344024839969,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,157,1.58587590585472,1.37065304301217,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,302,4.99432653324692,2.5835976749534,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,70,12.2484231150768,3.72774874894498,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,1065,10.4653646258867,3.51921033167207,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,237,16.9897730572315,4.16910508185075,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,229,28.2310245759514,4.86942849278735,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,587,8.10194676208845,3.18617514790843,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,989,26.5575957768841,4.78437812254978,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,1563,18.1545685284435,4.2596166231871,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,817,12.1748748915051,3.71971735699561,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,679,7.02881837920535,3.00518767841528,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,11,2.05749373509419,1.61234954262582,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,124,2.13528065552632,1.6485945920586,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,524,4.94318969146107,2.57123742883056,"ilvI","AAC73188.2"
