"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_24h_3.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,63,22.8524279858624,4.57606422337711,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,773,7.51364751324509,3.08977736009608,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,615,15.7808069539488,4.06874018852374,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,505,9.39395696610542,3.37767308585642,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,45,3.62736952156546,2.21019231084261,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,174,5.36122414229829,2.66930442181201,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,221,3.69733136558727,2.23184136975646,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,1345,33.7527874663905,5.11905679366326,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,243,9.89383543994333,3.44544007428587,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,392,16.5515527798839,4.13352676580129,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,87,2.9171366656623,1.9697994636049,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,66,3.25119786747719,2.08786940924402,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,17,1.00491570449295,1.00354158068692,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,117416,1466.3610069438,10.5190081378511,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,11878,251.429627028488,7.97973743550989,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1146,24.6504691045036,4.68091330545858,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,917,104.540789611516,6.72165687209243,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,862,134.881246288171,7.08620254540885,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,246,99.8202907663335,6.65564220998194,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,17150,351.826869019704,8.46281662120712,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,516,13.6350658307321,3.87135733010838,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,35,1.66254436405083,1.41280556412267,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,21,1.82157034669918,1.49649831894923,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,566,51.3272787301512,5.70949132871868,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,469,51.2701352376882,5.70791498685189,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,1438,36.5463255363837,5.23059982047443,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,6625,56.3034193576321,5.84054932362721,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,708,34.2423682835779,5.13923897136389,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,406,21.5997763777484,4.49823659229289,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,595,14.9786331347924,3.9980720955188,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,39,1.02042067196825,1.01465570791596,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,438,12.7566907700017,3.78206156028422,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,48,1.00013112657262,1.00009458472741,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,191,1.4191998817149,1.27452997413205,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,50,3.02280793463788,2.00820285942511,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,41,1.66085650175231,1.41189070885973,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,2,0.0609176560873588,0.0853126847497933,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,43,0.662450109536858,0.733311045694266,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,119,2.33902793287152,1.7394281624177,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,183,3.83301566766996,2.27292367170193,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,7,0.110616813132887,0.151361141524755,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,6,0.186308473481183,0.2464791998468,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,17,0.432049745562255,0.518081608823852,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,5,0.0930094749119348,0.128305907276253,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,2,0.166254436405083,0.221882569066264,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,9,0.161761073259,0.216313395879162,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,163,7.34900966346538,3.06160507922245,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,375,4.81896917116184,2.54076360272616,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,2342,116.810367018212,6.88032268809147,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,1474,41.8606188061654,5.42158077416317,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,7198,455.885498378587,8.83568884166817,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,12267,357.274716154364,8.48492242432033,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,222,5.36850689191688,2.67095516963643,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,3370,62.6883860906441,5.99295840838854,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,18996,193.110987451779,7.60073797239897,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,50,1.46695090945662,1.30272900733315,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,215,7.90666259769798,3.15488494288959,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,97,14.6052953943787,3.96396376133844,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,1128,40.9167282032584,5.38945420705981,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,4011,33.0326461632589,5.08884742539072,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,1078,10.9727928027355,3.58168781297446,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,42,1.44469372324417,1.28965373240267,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,189,3.01049949514355,2.00378193101667,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,203,2.85711327747995,1.94752151632156,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,447,12.1745910836432,3.71968627870391,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,705,22.0629416782275,4.52750463536715,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,106,3.63048314347238,2.21116273178497,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,8,0.118885853965646,0.162062863555205,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,63,1.53278480392979,1.34072450480721,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,10,2.57426224111097,1.83764548778481,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,155,2.24082066459026,1.69635918928745,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,176,18.5619050055085,4.28997496661791,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,165,29.925798552915,4.95073894323229,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,598,12.1429194467469,3.7162138730983,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,369,14.5777157307269,3.96141179134459,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,329,5.62203438909867,2.72727450286014,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,306,6.70864055471941,2.94647645833844,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,261,3.97487705970016,2.31466087388695,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,0,0,0,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,62,1.57070858013184,1.36216607309337,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,92,1.27683407159104,1.18702915628995,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,77,3.74680729849505,2.24695748327303,"ilvH","AAC73189.1"
"84","b0080","U00096.3",88028,89032,"+",1005,893,21.2726273494552,4.47719984791443,"cra","AAC73191.1"
"85","b0081","U00096.3",89634,90092,"+",459,845,44.0737251018966,5.49421478088368,"mraZ","AAC73192.1"
"86","b0082","U00096.3",90094,91035,"+",942,1521,38.6557448823641,5.309457977536,"rsmH","AAC73193.1"
"87","b0083","U00096.3",91032,91397,"+",366,382,24.9872241469148,4.69973063391655,"ftsL","AAC73194.1"
"88","b0084","U00096.3",91413,93179,"+",1767,491,6.65243558097624,2.93591899504174,"ftsI","AAC73195.1"
"89","b4810","U00096.3",92485,92658,"+",174,150,20.6384817606311,4.43552737255262,"ftsO",NA
"90","b0085","U00096.3",93166,94653,"+",1488,436,7.01486460702739,3.00267814952268,"murE","AAC73196.1"
"91","b0086","U00096.3",94650,96008,"+",1359,333,5.86624925275685,2.77952222973754,"murF","AAC73197.1"
"92","b0087","U00096.3",96002,97084,"+",1083,196,4.33274719584218,2.41487893725593,"mraY","AAC73198.1"
"93","b0088","U00096.3",97087,98403,"+",1317,241,4.38093694836903,2.42785740197792,"murD","AAC73199.1"
"94","b0089","U00096.3",98403,99647,"+",1245,435,8.36480152322444,3.22724841844118,"ftsW","AAC73200.1"
"95","b0090","U00096.3",99644,100711,"+",1068,372,8.3388742035089,3.22324864427028,"murG","AAC73201.1"
"96","b0091","U00096.3",100765,102240,"+",1476,409,6.63395751118821,2.93243115687458,"murC","AAC73202.1"
"97","b0092","U00096.3",102233,103153,"+",921,1418,36.8597457963375,5.24259281919907,"ddlB","AAC73203.1"
"98","b0093","U00096.3",103155,103985,"+",831,2024,58.3102924390855,5.89021058013675,"ftsQ","AAC73204.1"
"99","b0094","U00096.3",103982,105244,"+",1263,2575,48.8100910680958,5.63836614358849,"ftsA","AAC73205.1"
"100","b0095","U00096.3",105305,106456,"+",1152,4647,96.5730457468029,6.60841075765402,"ftsZ","AAC73206.1"
"101","b0096","U00096.3",106557,107474,"+",918,45707,1191.99867055171,10.2203767199924,"lpxC","AAC73207.1"
"102","b0097","U00096.3",107705,108217,"+",513,464,21.6539111556375,4.50168824527904,"secM","AAC73208.2"
"103","b0098","U00096.3",108279,110984,"+",2706,1742,15.4118968452854,4.0366700863982,"secA","AAC73209.1"
"104","b0099","U00096.3",111044,111433,"+",390,18,1.10495256195379,1.0737877205101,"mutT","AAC73210.1"
"105","b0101","U00096.3",111649,111846,"-",198,105,12.6957933254791,3.7756609311085,"yacG","AAC73212.1"
"106","b0102","U00096.3",111856,112599,"-",744,520,16.7327045672213,4.14834068572911,"zapD","AAC73213.1"
"107","b0103","U00096.3",112599,113219,"-",621,575,22.1672581873445,4.53401540824928,"coaE","AAC73214.1"
"108","b4727","U00096.3",113244,113288,"+",45,78,41.4971073267088,5.40929273878617,"yacM","AYC08165.1"
