"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_0h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,187,57.4086713956501,5.86811066349301,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,3058,25.1566550301495,4.70910615254418,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1445,31.3809457789727,5.01707321921551,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,1630,25.6619043946002,4.73670792717175,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,172,11.7341550565084,3.67063133119943,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,1155,30.1190167894508,4.95972457374001,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,458,6.48493562688562,2.90398990864545,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,32962,700.075703493681,9.45342642738861,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,1381,47.5878602625407,5.60252399458698,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,545,19.4757086278427,4.35584147672599,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,54,1.53241139662141,1.34051179325501,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,43,1.79271813363323,1.48166997113662,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,20,1.00058686528366,1.00042327171937,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,98073,1036.59037646794,10.0190212885949,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,10204,182.804831618416,7.52203088056006,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,3795,69.0870169483089,6.1310753163126,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,152,14.6657446254434,3.96954144052375,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,146,19.3348697203343,4.34588384278454,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,50,17.1710881542323,4.18357291114121,"sokC",NA
