"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_24h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,74,23.1714742472613,4.59523356237856,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,1015,8.51662474802226,3.25044998501314,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,756,16.7458051481902,4.14940612755331,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,550,8.83181624115988,3.29745795167022,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,53,3.68795235767222,2.22895790813489,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,189,5.0269743253737,2.59143391899264,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,248,3.58160698886785,2.19585370929096,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,1687,36.5453890537504,5.23056383624212,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,431,15.148367265067,4.01331639865057,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,519,18.9169092632082,4.31592188001419,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,123,3.56018676544907,2.18909291212454,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,91,3.86964393084894,2.28381628606966,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,20,1.02056543231181,1.01475907131512,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,182014,1962.22390771269,10.9390090077082,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,17145,313.285840251075,8.29593346458485,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,1256,23.321708180969,4.60417265169808,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,1053,103.627485021632,6.70911807860348,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,971,131.157666367248,7.04611630684053,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,309,108.236153412425,6.77130660753939,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,20281,359.157045876174,8.49248231827963,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,570,13.0020711947672,3.80756834215814,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,44,1.80421388926552,1.48759639400407,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,22,1.64732572498156,1.40453571387562,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,893,69.9058327797443,6.1478324046694,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,526,49.637226951001,5.66212649543598,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,1689,37.0548132242957,5.25000703417885,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,6702,49.1681036311371,5.64869849972941,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,776,32.3983135421167,5.06170335010607,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,426,19.5642393374174,4.36206580302851,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,728,15.8203739254897,4.07213787268335,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,85,1.91983415340623,1.54588642634728,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,377,9.47840833531195,3.3893476837908,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,24,0.431675195912566,0.517704225565126,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,123,0.788942691039924,0.83910717124851,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,62,3.23565631380675,2.08258553208701,"caiF","AAC73145.2"
