"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1000.1_4h_3.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,216,65.9498558917722,6.06500904506803,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,3095,25.3221324923917,4.71820446889865,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,1300,28.0779724679154,4.86185477224454,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,1929,30.2035308678131,4.96363738286164,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,234,15.8768171591304,4.07697094314411,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,2043,52.984810219355,5.75448162616464,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,504,7.09732900582315,3.01744609743779,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,42836,904.824956230477,9.82308847715786,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,1256,43.0443692838589,5.46088568893686,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,427,15.1757041506787,4.01575661097412,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,112,3.16099527150107,2.05692864892441,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,80,3.31709380342705,2.11006044055678,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,53,2.6370895737245,1.86278445671924,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,71131,747.723166895818,9.54828858459766,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,3712,66.1377472190992,6.06905222366604,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,2663,48.2147631186404,5.62101924547653,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,311,29.8431821436181,4.94687971312298,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,302,39.7758571663884,5.34964329964058,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,81,27.6654056495146,4.84123878991559,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,4962,85.6820678445376,6.4376616649488,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,2583,57.4513507313259,5.86916445875241,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,698,27.9080133122259,4.85339755866304,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,585,42.7120896400518,5.44996044215485,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,1302,99.3827689480179,6.6493678366859,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,625,57.5095458214021,5.87060011421094,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,3599,76.9901169172969,6.28521940889063,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,12933,92.5159187150554,6.54714006305854,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,1033,42.0532105779017,5.4280489216409,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,1059,47.4228315606948,5.59761553934464,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,1580,33.479626574337,5.10767224453858,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,935,20.5918114100449,4.43241237588863,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,1775,43.5141570791719,5.47619233208409,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,345,6.05066490448882,2.81775931555067,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,912,5.70391884187064,2.74500468377183,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,654,33.2802513527925,5.09930578263701,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,166,5.66010701534011,2.73554535886712,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,71,1.82028687628902,1.4958419193437,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,432,5.60191826107718,2.72288527653854,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,859,14.2118269549662,3.92712152740973,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,663,11.6888378297535,3.66548803372505,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,30,0.399036531798402,0.484433634808795,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,41,1.07160199622385,1.05074685378263,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,42,0.898467605036529,0.924835381389505,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,31,0.485385928928048,0.5708378168268,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,14,0.979579263824549,0.985193835105908,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,13,0.196672284628867,0.25902811629696,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,789,29.9423937688162,4.95151290592165,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,2699,29.1940310069009,4.91619146934251,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,2259,94.8372667276996,6.58251485803677,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,3379,80.7727096889839,6.35354754238872,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,5705,304.136038101717,8.2533087692988,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,7636,187.196678003694,7.55609735200751,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,2783,56.6476694280254,5.84919037886858,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,10032,157.077149645361,7.30448502821192,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,35416,303.048844761654,8.24815929776871,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,475,11.730255890336,3.67018951397018,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,486,15.0438611366024,4.00394947934103,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,294,37.2609772805715,5.25780181906348,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,686,20.9451857137758,4.45583257411703,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,3871,26.8337997718873,4.79876596862536,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,1947,16.681406647228,4.14416114802478,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,129,3.73494753793203,2.24334844107178,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,664,8.9025236089581,3.30779623571446,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,349,4.13452049070014,2.36022955054724,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,1619,37.1160720381928,5.25232754826423,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,1336,35.1924140227119,5.17761543311577,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,388,11.1855819800542,3.60710325031364,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,150,1.87628909272061,1.52420868679039,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,747,15.2978197228628,4.02660707250932,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,120,26.0017352978314,4.75498022161268,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,1560,18.9831509511341,4.32071218067835,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,168,14.9137706421923,3.99220380624908,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,165,25.1891810697741,4.71089904250838,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,681,11.6395808709185,3.65987671936181,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,562,18.6882109058918,4.29926011245142,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,1071,15.4047754036991,4.03604393707118,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,710,13.1020648787836,3.81783451795632,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,729,9.34499389306124,3.37086088842237,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,8,1.85299722812132,1.51247834524505,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,224,4.77661507693495,2.53022436431649,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,838,9.78946492126178,3.43155141433948,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,234,9.58417621191406,3.40383708069618,"ilvH","AAC73189.1"
"84","b0080","U00096.3",88028,89032,"+",1005,6214,124.59746958613,6.97266358830112,"cra","AAC73191.1"
"85","b0081","U00096.3",89634,90092,"+",459,1501,65.8979708683764,6.06389054697193,"mraZ","AAC73192.1"
"86","b0082","U00096.3",90094,91035,"+",942,3106,66.4438186010348,6.07561431741905,"rsmH","AAC73193.1"
"87","b0083","U00096.3",91032,91397,"+",366,866,47.6805044949167,5.60527221422378,"ftsL","AAC73194.1"
"88","b0084","U00096.3",91413,93179,"+",1767,1765,20.1285363160844,4.40112092261136,"ftsI","AAC73195.1"
"89","b4810","U00096.3",92485,92658,"+",174,589,68.2134604602159,6.11298073174888,"ftsO",NA
"90","b0085","U00096.3",93166,94653,"+",1488,3469,46.9791769521755,5.58433650434865,"murE","AAC73196.1"
