"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1_24h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,16,6.67162125071072,2.93953149600652,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,299,3.3408895087679,2.11799070128665,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,298,8.7900218889991,3.29131208547914,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,204,4.36221389469547,2.42282876849275,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,23,2.13121234397704,1.64672134853244,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,84,2.97518244964127,1.99102107754217,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,113,2.17317222605698,1.66592582662437,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,544,15.6929958978982,4.06117099381598,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,160,7.48855446508347,3.08551889493087,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,284,13.7844872931351,3.88601230841819,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,68,2.62099406277921,1.85638581127805,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,58,3.2843320663221,2.09907030358723,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,4,0.271806791695622,0.34687951823693,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,67775,972.977392984373,9.92774447603733,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,7386,179.722327631049,7.49763094707114,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,789,19.5090973163472,4.35819208958721,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,507,66.442199491453,6.0755796825266,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,484,87.0581165166272,6.46038408155166,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,124,57.8395638938735,5.878714648576,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,9425,222.262317855859,7.802595963864,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,257,7.80657006446987,3.13858023543589,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,12,0.655248515694803,0.727047836636399,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,6,0.598270383895255,0.676511493689774,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,171,17.8257380292427,4.23463451916079,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,259,32.5470016151967,5.06811192097912,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,586,17.119932556561,4.17950568048696,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,2452,23.95460175375,4.64123397518541,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,270,15.0111478140991,4.00100483099582,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,158,9.66273144477936,3.41450515184584,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,182,5.266792485774,2.64772722151274,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,36,1.0827713177383,1.05850444433473,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,112,3.74974333069143,2.24784955438178,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,8,0.191613142970804,0.252915941081949,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,37,0.316032338109784,0.396194940028634,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,33,2.29336980493181,1.71956451794191,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,9,0.419092959276879,0.504969097851662,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,2,0.0700265589292156,0.0976466059347815,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,34,0.602120257665495,0.679982442769137,"caiC","AAC73148.2"
