"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1000_24h_2.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,22,10.4692001299715,3.5196928751895,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,223,2.84364388426752,1.94247467580967,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,180,6.05934412667158,2.8195341510385,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,145,3.53854083647054,2.18222853840691,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,8,0.845995970098704,0.884399403511877,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,60,2.42529732740652,1.77622922432341,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,87,1.90947675326523,1.54075971899422,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,773,25.4487160392074,4.72512578286639,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,82,4.37997148294724,2.42759852565929,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,115,6.37014822723131,2.88169363486188,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,24,1.05571766016519,1.03964213308706,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,12,0.775496305923812,0.828222358708115,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,5,0.387748152961906,0.472745772930537,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,33471,548.379651878364,9.10165966611893,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,2978,82.6983500982891,6.38712727885203,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,244,6.88540385906479,2.9791846460176,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,126,18.8445602339486,4.31067168668687,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,121,24.8386905044421,4.69146105150516,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,40,21.293288399942,4.47853753375398,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,3302,88.8670921058246,6.48972101544178,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,214,7.41857227752944,3.07357558450565,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,14,0.872433344164288,0.904914361805385,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,6,0.682773921519878,0.750841365490867,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,165,19.6297502436965,4.36665445007387,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,124,17.7832988509104,4.23137855606328,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,348,11.6028077873569,3.65567328334463,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,1281,14.2822634360952,3.93378632976609,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,150,9.51745466361042,3.39471369414687,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,111,7.74720809617888,3.1288226159702,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,187,6.17583730064562,2.84314718008261,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,14,0.480553448588854,0.566136573340332,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,67,2.55998689309521,1.83187192959017,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,17,0.464690345194556,0.550595692175195,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,41,0.39966220235459,0.485078685891046,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,29,2.30005154370585,1.72248855818869,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,18,0.956576661621758,0.968331638311686,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,3,0.119876337366085,0.163339431105491,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,14,0.282951354864093,0.359466469393446,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,12,0.309434486600142,0.388943880825242,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,46,1.26399791595456,1.17887263014709,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,0,0,0,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,4,0.162944749104614,0.217782556754173,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,0,0,0,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,0,0,0,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,0,0,0,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,2,0.0471585591440156,0.0664799094809553,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,49,2.89825314332543,1.96282777883646,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,110,1.85444768807868,1.51321162308243,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,410,26.8273253330519,4.79843034332763,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,320,11.9222207885796,3.69178212508522,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,1357,112.751623621994,6.82974332739096,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,2029,77.5255732252266,6.29509066426633,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,97,3.07731034123403,2.0276177705914,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,913,22.2806054048111,4.54105667045152,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,3832,51.1057005070709,5.70336931083445,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,18,0.692814714483405,0.759424072982804,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,58,2.79821938957762,1.92532323964076,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,32,6.32102649356767,2.87204594541557,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,274,13.0389128891463,3.81135931897999,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,1092,11.7981078864075,3.677858628185,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,247,3.29833218380478,2.10377698146487,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,2,0.0902517252583746,0.124661273400241,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,34,0.710484639558941,0.774405148518766,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,32,0.590854328322904,0.66980173671998,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,63,2.25105668323618,1.70090871010727,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,172,7.06157812688271,3.01106228701196,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,26,1.1682369243745,1.11652240934151,"thiQ","AAC73177.1"
