"","Geneid","Chr","Start","End","Strand","Length","study_case.metatranscriptome.all_tp_1.1000_24h_1.bam","TPM","log_normalized","ID","proteinID"
"1","b0001","U00096.3",190,255,"+",66,6,3.32034737960432,2.11114731763962,"thrL","AAC73112.1"
"2","b0002","U00096.3",337,2799,"+",2463,179,2.6543905767117,1.86963083565445,"thrA","AAC73113.1"
"3","b0003","U00096.3",2801,3733,"+",933,147,5.75455703410524,2.75586116027572,"thrB","AAC73114.1"
"4","b0004","U00096.3",3734,5020,"+",1287,97,2.75276663095401,1.90795457777258,"thrC","AAC73115.1"
"5","b0005","U00096.3",5234,5530,"+",297,8,0.983806630993873,0.988271407729827,"yaaX","AAC73116.1"
"6","b0006","U00096.3",5683,6459,"-",777,69,3.24342813528916,2.08523024485491,"yaaA","AAC73117.1"
"7","b0007","U00096.3",6529,7959,"-",1431,80,2.04186281904389,1.60495509233011,"yaaJ","AAC73118.1"
"8","b0008","U00096.3",8238,9191,"+",954,490,18.7596146499657,4.30448290678949,"talB","AAC73119.1"
"9","b0009","U00096.3",9306,9893,"+",588,96,5.96307284500368,2.79972411640597,"mog","AAC73120.1"
"10","b0010","U00096.3",9928,10494,"-",567,98,6.31275921554402,2.87041585973407,"satP","AAC73121.1"
"11","b0011","U00096.3",10643,11356,"-",714,30,1.53461433511124,1.34176624460504,"yaaW","AAC73122.1"
"12","b0012","U00096.3",10830,11315,"+",486,19,1.42788601303972,1.27970069001097,"mbiA","AYC08161.1"
"13","b0013","U00096.3",11382,11786,"-",405,10,0.901822745077717,0.927382789461307,"yaaI","AAC73124.1"
"14","b0014","U00096.3",12163,14079,"+",1917,27711,527.966410327788,9.04703230305523,"dnaK","AAC73125.1"
"15","b0015","U00096.3",14168,15298,"+",1131,2121,68.4942747246228,6.11882222140513,"dnaJ","AAC73126.1"
"16","b0016","U00096.3",15445,16557,"+",1113,240,7.87575658774071,3.14987010303801,"insL1","AAC73127.1"
"17","b0018","U00096.3",16751,16960,"-",210,84,14.609528470259,3.96435505219719,"mokC","AAC73129.1"
"18","b4412","U00096.3",16751,16903,"-",153,77,18.3812694805546,4.27659116581158,"hokC","AAT48122.1"
"19","b4413","U00096.3",16952,17010,"+",59,26,16.0952432299464,4.09552304437064,"sokC",NA
"20","b0019","U00096.3",17489,18655,"+",1167,3188,99.7754429374159,6.65500031404245,"nhaA","AAC73130.1"
"21","b0020","U00096.3",18715,19620,"+",906,279,11.247401885216,3.61440382902461,"nhaR","AAC73131.1"
"22","b0021","U00096.3",19811,20314,"-",504,19,1.37689008400259,1.24907518938431,"insB1","AAC73132.1"
"23","b0022","U00096.3",20233,20508,"-",276,5,0.661663427095064,0.732628191233243,"insA1","AAC73133.1"
"24","b0023","U00096.3",20815,21078,"-",264,289,39.9825163627354,5.35693666470709,"rpsT","AAC73134.1"
"25","b0024","U00096.3",21181,21399,"+",219,105,17.5114211116118,4.21034374925173,"yaaY","AAC73135.1"
"26","b0025","U00096.3",21407,22348,"+",942,259,10.0421121916059,3.46494425947536,"ribF","AAC73136.1"
"27","b0026","U00096.3",22391,25207,"+",2817,1101,14.2750184999602,3.93310222221678,"ileS","AAC73137.1"
"28","b0027","U00096.3",25207,25701,"+",495,100,7.37854973245405,3.06670054525319,"lspA","AAC73138.1"
"29","b0028","U00096.3",25826,26275,"+",450,82,6.65545185867355,2.93648753448905,"fkpB","AAC73139.1"
"30","b0029","U00096.3",26277,27227,"+",951,127,4.8775239635197,2.55520851596772,"ispH","AAC73140.1"
"31","b0030","U00096.3",27293,28207,"+",915,18,0.718501400176673,0.781151027169692,"rihC","AAC73141.1"
"32","b0031","U00096.3",28374,29195,"+",822,46,2.04391213391702,1.60592671436322,"dapB","AAC73142.1"
"33","b0032","U00096.3",29651,30799,"+",1149,8,0.254299886340453,0.326882318484701,"carA","AAC73143.1"
"34","b0033","U00096.3",30817,34038,"+",3222,33,0.374080105150953,0.45846611182365,"carB","AAC73144.1"
"35","b0034","U00096.3",34300,34695,"+",396,30,2.76695614967027,1.91339923927908,"caiF","AAC73145.2"
"36","b0035","U00096.3",34781,35371,"-",591,2,0.123600071660398,0.168128621588427,"caiE","AAC73146.2"
"37","b0036","U00096.3",35377,36162,"-",786,4,0.1858718634893,0.245948131388481,"caiD","AAC73147.2"
"38","b0037","U00096.3",36271,37824,"-",1554,14,0.329043434014843,0.410388253608738,"caiC","AAC73148.2"
"39","b0038","U00096.3",37898,39115,"-",1218,23,0.6896944885385,0.75676241827394,"caiB","AAC73149.1"
"40","b0039","U00096.3",39244,40386,"-",1143,32,1.02253917552119,1.01616764717084,"caiA","AAC73150.1"
"41","b0040","U00096.3",40417,41931,"-",1515,2,0.0482162655784126,0.0679364011207546,"caiT","AAC73151.1"
"42","b0041","U00096.3",42403,43173,"+",771,0,0,0,"fixA","AAC73152.2"
"43","b0042","U00096.3",43188,44129,"+",942,0,0,0,"fixB","AAC73153.1"
"44","b0043","U00096.3",44180,45466,"+",1287,2,0.0567580748650311,0.079645136284701,"fixC","AAC73154.1"
"45","b0044","U00096.3",45463,45750,"+",288,1,0.126818823526554,0.172255569270622,"fixX","AAC73155.1"
"46","b0045","U00096.3",45807,47138,"+",1332,0,0,0,"yaaU","AAC73156.1"
"47","b0046","U00096.3",47246,47776,"+",531,62,4.26455162502853,2.39631066403476,"kefF","AAC73157.1"
"48","b0047","U00096.3",47769,49631,"+",1863,89,1.74483096330254,1.4567173055459,"kefC","AAC73158.1"
"49","b0048","U00096.3",49823,50302,"+",480,219,16.6639934113892,4.14273963399573,"folA","AAC73159.1"
"50","b0049","U00096.3",50380,51222,"-",843,341,14.7741672845739,3.97949194249615,"apaH","AAC73160.1"
"51","b0050","U00096.3",51229,51606,"-",378,1100,106.286252098445,6.74532140752685,"apaG","AAC73161.1"
"52","b0051","U00096.3",51609,52430,"-",822,1595,70.8704315999487,6.16732644471779,"rsmA","AAC73162.1"
"53","b0052","U00096.3",52427,53416,"-",990,93,3.43102562559113,2.14764067026921,"pdxA","AAC73163.1"
"54","b0053","U00096.3",53416,54702,"-",1287,645,18.3044791439725,4.27086372419718,"surA","AAC73164.1"
"55","b0054","U00096.3",54755,57109,"-",2355,3353,52.0018566462617,5.72797099281676,"lptD","AAC73165.1"
"56","b0055","U00096.3",57364,58179,"+",816,19,0.85043211070748,0.887862206515021,"djlA","AAC73166.1"
"57","b0056","U00096.3",58474,59124,"+",651,43,2.41247973971251,1.77082048061035,"yabP","AYC08162.1"
"58","b0057","U00096.3",59121,59279,"+",159,27,6.20215831284581,2.84842931219791,"yabQ","AYC08163.1"
"59","b0058","U00096.3",59687,60346,"-",660,190,10.514433368747,3.52537151199184,"rluA","AAC73169.1"
"60","b0059","U00096.3",60358,63264,"-",2907,914,11.4835818901073,3.64196003819511,"rapA","AAC73170.1"
"61","b0060","U00096.3",63429,65780,"-",2352,268,4.16172792307549,2.36785409835272,"polB","AAC73171.1"
"62","b0061","U00096.3",65855,66550,"-",696,0,0,0,"araD","AAC73172.1"
"63","b0062","U00096.3",66835,68337,"-",1503,48,1.16642941878315,1.11531923507263,"araA","AAC73173.1"
"64","b0063","U00096.3",68348,70048,"-",1701,27,0.579743193264247,0.659690049594356,"araB","AAC73174.1"
"65","b0064","U00096.3",70387,71265,"+",879,71,2.95016075480202,1.98191136605848,"araC","AAC73175.1"
"66","b0065","U00096.3",71351,72115,"+",765,124,5.92020107945137,2.79081395868752,"yabI","AAC73176.1"
"67","b0066","U00096.3",72229,72927,"-",699,19,0.99277911636238,0.994781807824316,"thiQ","AAC73177.1"
"68","b0067","U00096.3",72911,74521,"-",1611,4,0.0906860860972006,0.125235934661239,"thiP","AAC73178.1"
"69","b0068","U00096.3",74497,75480,"-",984,14,0.519647862255148,0.603737056409295,"thiB","AAC73179.1"
"70","b4762","U00096.3",75516,75608,"-",93,0,0,0,"sroA",NA
"71","b0069","U00096.3",75644,77299,"-",1656,48,1.0586614833521,1.04170661946015,"sgrR","AAC73180.1"
"72","b4577","U00096.3",77367,77593,"+",227,409,65.8072372724222,6.06193249416548,"sgrS",NA
"73","b4662","U00096.3",77388,77519,"+",132,399,110.401550371844,6.79962550053351,"sgrT","ACO59989.1"
"74","b0070","U00096.3",77621,78799,"+",1179,169,5.2353908216153,2.64047998807994,"setA","AAT48123.1"
"75","b0071","U00096.3",78848,79453,"-",606,67,4.03811224219205,2.3328832636859,"leuD","AAC73182.1"
"76","b0072","U00096.3",79464,80864,"-",1401,136,3.54549584574452,2.18443767949705,"leuC","AAC73183.1"
"77","b0073","U00096.3",80867,81958,"-",1092,58,1.93990991592267,1.55577194899267,"leuB","AAC73184.2"
"78","b0074","U00096.3",81958,83529,"-",1572,67,1.55667685672289,1.35426982711694,"leuA","AAC73185.1"
"79","b0075","U00096.3",83622,83708,"-",87,0,0,0,"leuL","AAC73186.1"
"80","b0076","U00096.3",84368,85312,"+",945,2,0.0772990924352329,0.107418843446278,"leuO","AAC73187.2"
"81","b4726","U00096.3",85467,85511,"-",45,0,0,0,"yabR","AYC08164.1"
"82","b0077","U00096.3",85630,87354,"+",1725,14,0.296425215338589,0.374538986313099,"ilvI","AAC73188.2"
"83","b0078","U00096.3",87357,87848,"+",492,6,0.445412453361555,0.531481229412641,"ilvH","AAC73189.1"
"84","b0080","U00096.3",88028,89032,"+",1005,257,9.33992242999146,3.3701534574951,"cra","AAC73191.1"
"85","b0081","U00096.3",89634,90092,"+",459,182,14.4822123180127,3.952539733823,"mraZ","AAC73192.1"
"86","b0082","U00096.3",90094,91035,"+",942,328,12.7174239337711,3.77793767064591,"rsmH","AAC73193.1"
"87","b0083","U00096.3",91032,91397,"+",366,79,7.88355702971627,3.1511374560361,"ftsL","AAC73194.1"
"88","b0084","U00096.3",91413,93179,"+",1767,171,3.5345633395788,2.18096363164576,"ftsI","AAC73195.1"
"89","b4810","U00096.3",92485,92658,"+",174,68,14.2736772410577,3.93297553742572,"ftsO",NA
