out_transport,flux_sum_1,flux_sum_2,flux_sum_3,flux_sum_4,flux_sum_5
MNXM314[e],0.264330618648035,0.696577316606211,0.394424211505849,14.161940884914,2.5303438825117
MNXM32178[e],0,0,0,0,0
MNXM3230[e],2000.11457036091,3000.08500449661,2000.25350941058,3990.7835058664,2000
MNXM32692[e],0,0,0,0,0
MNXM328[e],1000,1000,1000,1000,1000
MNXM3300[e],0,0,0,0,0
MNXM337[e],0,0,0,0,0
MNXM3382[e],0,0,0,0,0
MNXM341[e],0.995921126171337,0.524009323353156,0.265991864949399,4.65696920020239,38.4693083082941
MNXM3448[e],0,0,0,0,0
MNXM3449[e],0,0,0,0,0
MNXM3453[e],401.737907483525,248.990341956202,132.807488228218,59.2809031738318,122.753960529751
MNXM3455[e],0,0,0,0,0
MNXM34740[e],0,0,0,0,0
MNXM34809[e],0,0,0,0,0
MNXM34810[e],0,0,0,0,0
MNXM34811[e],0,0,0,0,0
MNXM353[e],0,0,0,0,0
MNXM355[e],0,0,0,0,0
MNXM367[e],0,0,0,0,0
MNXM3685[e],0,0,0,0,0
MNXM3693[e],0,0,0,0,0
MNXM37[e],1123.62731126219,1157.00711114104,1288.92628354159,2213.71367841314,1093.20317430597
MNXM3775[e],0,0,0,0,0
MNXM383[e],0,0,0,0,0
MNXM386[e],0.000874147610863975,0.0517300114791145,0.00503492326965359,165.622688783811,0.928155271493067
MNXM39[e],1.81076355200309,1.48932562028897,27.8978140439213,557.532852309882,1.6952926138616
MNXM398[e],0,0,0,0,0
MNXM402[e],0,0,0,0,0
MNXM4026[e],0,0,0,0,0
MNXM40494[e],0,0,0,0,0
MNXM418[e],0,0,0,0,0
MNXM420[e],0,0,0,0,0.000927551594513581
MNXM421[e],0,0,0,0,0
MNXM4217[e],0,0.82065950388748,0.330035238104975,0,0
MNXM42654[e],0,0,0,0,0
MNXM435[e],1008.27304249982,1007.81801387389,3004.91107117959,5972.38675472489,3986.21030508787
MNXM444[e],3000,3000,3000,3000,3000
MNXM458[e],0.0255736205194769,0.393141666787288,0,22.6651209797277,0.415013254578964
MNXM460[e],2.24667741916466e-06,6.7971712250693e-06,1000,0,1000
MNXM461[e],287.713845955999,312.874381960742,1.82329826121897,392.149697984788,0
MNXM473[e],0,0,0,0,0
MNXM490899[e],796.407768054251,945.639616423436,1000,1000,1000
MNXM492[e],0.359905476982391,0.160540039310476,0.0665794394433634,145.924124054554,0.188863017064672
MNXM5[e],0.0432916470806904,1.05124675559865,0.281347737677191,232.071675932218,0.0360377292965375
MNXM518[e],0,0,0,0,0
MNXM5266[e],0,0,0,0,0
MNXM5269[e],0,0,0,0,0
MNXM5271[e],0,0,0,0,0
MNXM5272[e],0,0,0,0,0
MNXM529[e],0,0,0,0,0
MNXM544[e],287.713845955999,312.874381960742,0,346.626784201644,0
MNXM58[e],1007.63790310017,1020.27116527242,1122.32116403189,292.335622820186,1022.3630952318
MNXM59271[e],0.000105590411530179,0.0032961029491986,0.00518877340048477,0,0.000177567193072787
MNXM5970[e],0.00428293690548525,6.2011025969012e-05,0.0261700855163254,0.0394914588414428,0.115624337222443
MNXM601[e],2000,2000.02329438707,2000,2613.41454525067,2034.37286783869
MNXM617[e],7009.40291416758,5014.16733511839,9026.05616634215,9084.52905729773,7000.30177905409
MNXM625[e],0,0,0,0,0.686823006581666
MNXM63489[e],0.0085658738109705,0.217809644798546,0.0523401710326505,0.0789829176828856,0.231248674444887
MNXM636[e],0,0,0,0,0
MNXM6396[e],0,0,0.0659838067045869,0,0
MNXM647[e],2.0617061137022,5.37806762050996,17.7646154606666,78.9927813602687,1.65906385568938
MNXM652[e],2000.35378358996,4001.41192389289,5001.18986380485,6002.06495854622,5999.8958961929
MNXM653[e],1006.40262490004,1466.89150777609,1499.48196826314,1076.95616674277,1517.3865053815
MNXM65309[e],0,0,0,0,0
MNXM66[e],1.79194428105565,1.78980780504989,3.51782839366617,130.525434761732,0.793673948769238
MNXM660[e],0,0,0,0,0
MNXM664[e],0,0,0,0,0
MNXM683[e],794.521832688809,945.037763309928,998.645749207956,1000,998.958626894302
MNXM694[e],0,0,0,0,0
MNXM704[e],0,0,0,0,0
MNXM722863[e],0,0,0,0,0
MNXM724515[e],0,0,0,0,0
MNXM726092[e],7000,7000,7000,7000,7000
MNXM726339[e],1.66885462331119,4.63068354751227,41.5601205989063,90.8990598768059,1.16015468729164
MNXM726637[e],2997.58362045795,2991.86799950882,2990.62539698408,2530.06727129583,2746.77904160362
MNXM726638[e],2000,2000,2000,2000,2000
MNXM726711[e],5000.69268400124,4216.42709968292,4111.32465186423,6275.23301747204,5001.083114825
MNXM726712[e],1000.08938305307,2000.09271455292,1148.97547581046,1368.71155389874,2000.03744660436
MNXM726800[e],0,0,0,0,0
MNXM726888[e],1000,0,1000,127.795018132097,2000
MNXM726951[e],0,0,0,0,0
MNXM727276[e],1000.01820874207,1000.02995361497,1000.05186015217,1000.11902670688,1000.03367961014
MNXM727657[e],0,0,0,0,0
MNXM727715[e],0,0,0,0,0
MNXM727746[e],0,0,0,0,0
MNXM728337[e],15.7020247817385,19.65166462543,42.7037934586446,2028.33073193974,22.22698824158
MNXM728947[e],0,0,0,0,0
MNXM729215[e],1000.00709531099,1000,1000,1000,1000
MNXM729302[e],1014.32019520084,3040.12206938892,3178.04737909011,2985.35534785466,2031.83471926476
MNXM729358[e],0,0,0,0,0
MNXM729383[e],0,0,0,0,0
MNXM729595[e],0,0,0,0,0
MNXM729613[e],293.128632041092,316.973269512506,126.678462140597,87.0850412807964,0.626159759966556
MNXM729800[e],1994.96700452032,3998.66847741034,5007.96895929243,4085.44340515972,2990.32657540997
MNXM729832[e],0,0,0,0,0
MNXM729972[e],0,0,0,0,0
MNXM730037[e],0,0,0,0,0
MNXM730135[e],1000.00795594711,1000.01159662524,2000.01996138656,2306.65391942092,2000.01334104674
MNXM730514[e],0,0,0,0,0
MNXM730561[e],0,0,0,0,0
MNXM730707[e],0,0,0,0,0
MNXM730708[e],0,0,0,0,0
MNXM731166[e],1000,1000,1201.66824179838,1163.5132556577,1000.10866829998
MNXM731178[e],0,0,0,0,0
MNXM731183[e],0,0,0,0,0
MNXM731368[e],0,0,0,0,0
MNXM731668[e],0,0,0,0,0
MNXM731815[e],0,0,0,620.58820353467,0
MNXM731834[e],0.221869883460816,0.779953576438175,0.412966420541607,235.469361835777,0.667296486538946
MNXM731835[e],3.73974939344586,1.44105303919258,105.138246321505,59.3252947266652,4.21141052782237
MNXM731950[e],11.5631734074541,1008.02059024549,39.8899133469116,97.3379850895317,0
MNXM73204[e],0,0,0,0,0
MNXM732398[e],1.21811687308724,2.55700802274112,200.66977738332,60.2325731412941,0.492186837032817
MNXM732487[e],0,0,0,0,0
MNXM732620[e],6968.45620025813,6851.75062949904,8759.06009958315,6870.24287420045,6908.14231255376
MNXM732757[e],0,0,0,0,0
MNXM733114[e],1000.49189327331,1001.18975571199,1082.37764461481,1316.57550581856,1002.59395683007
MNXM733186[e],0.0582329257051781,0,0.34937173019529,0,0.624403120509062
MNXM733248[e],0.0977862876648885,0.372650716989671,0.929205400816552,43.4648971037896,16.5919585579064
MNXM733250[e],0,0,0,0,0
MNXM733435[e],4.6074381531454,29.9312388848255,240.165865831206,249.390374083754,4.88838627257083
MNXM733471[e],0,0,0,0,0
MNXM733473[e],0,0,0,0,0
MNXM733515[e],0,0,0,0,0
MNXM733618[e],4000,4000,4000,4000,4000
MNXM733623[e],0,0,0,0,0
MNXM733828[e],0,0,0,0,0
MNXM733922[e],0,0,0,0,0
MNXM734041[e],0,0,0,620.58820353467,0
MNXM734044[e],0,0,0,0,0
MNXM734750[e],0,0,0,0,0
MNXM734859[e],1.7175217741867,2.03813363007003,9.22048525132895,0.975533946162766,0.178485336506382
MNXM734864[e],2000,2000,2000,2000,1506.76993600591
MNXM735090[e],1000.0005726811,2000,3008.97382178537,1000.11143750209,1000
MNXM735438[e],146.244157689271,401.014326302738,751.543276743337,1000,692.007409726463
MNXM735978[e],2999.99112890448,2999.97904010188,3999.99020659931,1897.2692655492,3999.98425672547
MNXM736064[e],2999.93072752908,2999.77738250706,2999.76905667653,2998.99465601991,3000
MNXM736072[e],0,0,0,0,0
MNXM736095[e],1000,1000,1000,1000,1000
MNXM736134[e],0,0,0,0,0
MNXM736226[e],2000,2000,2000,2000,2000
MNXM736341[e],0,0,0,0,0
MNXM736417[e],2002.69069949478,2999.96739047395,2033.21757514797,2116.2531905894,2000.79437213373
MNXM736618[e],0,0,0,71.951937774662,0
MNXM736620[e],0,0,0,0,0
MNXM736685[e],0,0,0,0,0
MNXM736797[e],0,0,0,0,0
MNXM737068[e],0,0,0.505647217282967,31.8337347675675,0
MNXM737265[e],0,0,0,0,0
MNXM737340[e],1034.98326707741,1078.98660668769,2154.79126902482,2697.53711176632,1148.31158602106
MNXM737414[e],1.23165204679257,0.718834664557086,0.394424211505849,14.1903299940162,2.5303438825117
MNXM737417[e],1000,1000,1000,1620.58820353467,1000
MNXM737489[e],550.103760232717,1000.82065950389,287.265111449982,0,124.16441551703
MNXM737492[e],550.103760232717,1000.82065950389,287.265111449982,620.58820353467,124.16441551703
MNXM737603[e],0,0,0,0,0
MNXM737701[e],0,0,0,0,0
MNXM737787[e],6992.32547889089,6985.33466353983,6944.35744497573,6348.26891718529,5995.688370323
MNXM737824[e],0,0.0739052693309303,0.0768820330371762,0.0653481238301265,0.0382428633637465
MNXM737997[e],2000,2000,2000,2000,2000
MNXM738068[e],1.9932111847964,7.62932859240009,99.2335143538766,570.794529300625,9.0915491474714
MNXM738430[e],1000,1000,1000,1209.28715379429,1000
MNXM738432[e],0,0,0,0,0
MNXM738657[e],5.27952057650894e-05,0,0.0433387857981837,0,0
MNXM738663[e],0,0,0,0,0
MNXM738804[e],2996.14525146427,3994.5183676063,3992.6911692325,4996.20618517721,2094.69802326232
MNXM738834[e],0,0,0,0,0
MNXM739017[e],0.000105590411530179,0.221715807992791,0.317323670707896,0.196044371490379,0.11472859009124
MNXM739272[e],293.773271779799,340.264043288596,89.9543961218097,93.7514166671245,0
MNXM739275[e],1000,1000,1000,1000,1000
MNXM739463[e],0,0,0,0,0
MNXM739527[e],1003.26023387939,1001.89695838243,1000.53130702508,529.13385426693,35.7129431500329
MNXM739586[e],0,0,0,0,0
MNXM739592[e],0,0,0,0,0
MNXM739756[e],1000,1000,1000,1000,1000
MNXM739788[e],0,0,0,0,0
MNXM739962[e],0,0,0,0,0
MNXM739991[e],1001.79194428106,1001.78980780505,1003.51782839367,1751.40654139829,1000.96226860393
MNXM739994[e],0,0,0,0,0
MNXM739997[e],0,0,0,0,0
MNXM740231[e],0,0.0739052693309303,0.0768820330371762,0.0653481238301265,0.0382428633637465
MNXM741004[e],0,0,0,0,0
MNXM741014[e],0.00433573211125036,0.0739672803568993,0.146390904351685,0.104839582671569,0.15386720058619
MNXM741016[e],0,0,0,0,0
MNXM741019[e],5.27952057650894e-05,0.0739052693309303,0.12022081883536,0.0653481238301265,0.0382428633637465
MNXM741173[e],873.269332878572,1034.69119251236,1101.8358899576,1586.31092281482,2999.69449871556
MNXM741175[e],1009.11887839134,1021.11981688985,1149.35506680765,1576.26469779489,1022.34048263188
MNXM741553[e],1002.0765747269,1002.8564051718,2995.92458565069,1011.06902265449,1003.31854681909
MNXM741664[e],4994.84489488524,4995.51341310404,4992.79243088085,4950.44571352528,4982.18227837442
MNXM741693[e],0,0,0,0,0
MNXM745[e],4000,4000,4000,4000,4000
MNXM75[e],3007.64618549739,4020.65902724787,5189.49892448305,4411.08772588124,5084.41334154538
MNXM750[e],0,0,0,0,0
MNXM76[e],2002.77106401272,3004.10433246228,2006.94937497987,3015.77646167569,2003.66856102465
MNXM761[e],0,0,0,0,0
MNXM765[e],2000,2000.02329438707,2000,2613.41454525067,2034.37286783869
MNXM78362[e],0,0,0,0,0
MNXM821[e],1000,2000,3000,3983.79607330102,1000.02276300891
MNXM8263[e],0,0,0,0,0
MNXM8372[e],0,0,0,0,0
MNXM83847[e],0,0,0,0,0
MNXM8664[e],0,0,0,0,0
MNXM8667[e],0,0,0,0,0
MNXM8670[e],0,0,0,0,0
MNXM87121[e],0,0.0739052693309303,0.0768820330371762,0.0653481238301265,0.0382428633637465
MNXM880[e],0,0,0,0,0
MNXM8825[e],0,0,0,0,0
MNXM883[e],0,0,0,0,0
MNXM88338[e],0,0,0,0,0
MNXM8868[e],0,0,0,0,0
MNXM889[e],0,0,0,0,0
MNXM89612[e],569.076979361413,879.984887572507,2604.74341799169,3901.7040072118,2502.53060271914
MNXM89661[e],0,0,0,0,0
MNXM89812[e],21.0737704367629,118.670649912,259.37894450924,321.630350563042,9.68042699564734
MNXM9[e],39.76836201922,29.3451423294488,15.4870018716752,1292.32100528316,45.4142603923303
MNXM90[e],0.00582329257051781,0,0,0,0
MNXM900[e],0,0,0,0,0
MNXM90126[e],2000,2000,2000,2000,2000
MNXM90191[e],1999.77646748115,3005.04135521884,0.731680953010805,2000,2000.38508475624
MNXM90509[e],0,0,0,0,0
MNXM90510[e],1.79194428105565,1.78980780504989,3.51782839366617,130.818337863624,0.962268603930559
MNXM90511[e],0,0,0,0,0
MNXM90512[e],0,0,0,0,0
MNXM90827[e],0,0,0,0,0
MNXM90960[e],1005.82937185379,1002.18636659295,1024.27449750136,1072.95399642864,1000
MNXM936[e],0,0,0,0,0
MNXM943[e],0,0,0,0,0
MNXM95[e],1010.8234437037,1025.3384799984,1217.25570025454,1590.18900092031,1048.55824073722
MNXM963[e],1000,1000.45782113388,1000.26599186495,1000,1000
MNXM97613[e],0,0,0,0,0
WATER[e],8611.76772591614,7575.52413935384,8543.28669832121,8770.2762427347,8447.19688537095
MNXM6599[e],0,0,0,0,0
MNXM6601[e],0,0,0,0,0
MNXM32695[e],0,0,0,0,0
MNXM6604[e],0,0,0,0,0
MNXM6606[e],12.1044127707311,38.8781836495628,90.6758609456483,144.141888669243,13.6855155985
MNXM1103432[e],0,0,0,0,0
MNXM91047[e],1.79194428105565,1.78980780504989,3.51782839366617,130.525434761732,0.531251382645739
MNXM91053[e],0,0,0,0,0
MNXM5078[e],0,0,0,310.294101767335,0
MNXM740794[e],1000,1000,1000,1310.29410176733,1000
MNXM7149[e],0,0,0,310.294101767335,0
MNXM736425[e],0,0,0,310.294101767335,0
MNXM736306[e],293.9748120134,356.960641099643,390.0172396099,773.99187477761,432.26139623784
MNXM5079[e],1275.05188011636,1500.41032975194,1143.63255572499,310.294101767335,1062.08220775851
MNXM736311[e],0,0,0,310.294101767335,0
MNXM741021[e],0.00428293690548525,6.2011025969012e-05,0.0261700855163254,0.0394914588414428,0.115624337222443
MNXM88342[e],0.00428293690548525,6.2011025969012e-05,0.0261700855163254,0.0394914588414428,0.115624337222443
MNXM88341[e],0,0,0,0,0
MNXM87122[e],0,0.0739052693309303,0.0768820330371762,0.0653481238301265,0.0382428633637465
MNXM1843[e],0,0,0,0,0
MNXM1755[e],0,0,0,0,0
MNXM734837[e],0,0,0,0,0
MNXM1106995[e],0,0,0,0,0
MNXM162292[e],0,0,0,0,0
MNXM531925[e],0,0,0,0,0
MNXM146119[e],0,0,0,0,0
MNXM4939[e],0,0,0,0,0
MNXM3774[e],0,0,0,0,0
MNXM3150[e],0,0,0,0,0
MNXM1102189[e],0,0,0,0,0
MNXM3148[e],0,0,0,0,0
MNXM2182[e],0,0,0,0,0
MNXM2598[e],0,0,0,0,0
MNXM1102173[e],0,0,0,0,0
MNXM733912[e],0,0,0,0,0
MNXM2183[e],1000,1000,1000,1000,1000
MNXM34808[e],0,0,0,0,0
MNXM3447[e],0,0,0,0,0
MNXM34739[e],0,0,0,0,0
MNXM582[e],0.23202732783817,0.524009323353156,0.226163577750704,4.65696920020239,0.395507279758513
MNXM1091714[e],0,0,0,0,0
MNXM1091720[e],2000,2000,2000,2000,2000
MNXM2074[e],4000,4000,4000,4292.28129642416,4000
MNXM722719[e],0,0,0,0,0
MNXM740330[e],1999.9360659487,2999.85948293369,1000,2002.00019300111,1000
MNXM732880[e],0.0262466105331345,1000,0.130402299366426,1999.69356791642,1000.62188834939
MNXM144[e],0,0,0,0,0
MNXM1104965[e],914.455452758803,1000,0,1373.72266148796,1000
MNXM730562[e],0,0,0,0,0
MNXM147063[e],0,0,0,0,0
MNXM737241[e],0,0,0,0,0
MNXM1092749[e],0,0,0,0,0
MNXM1108056[e],0,0,0,0,0
MNXM7343[e],0,0,0,0,0
MNXM1231[e],0,0,0,0,0
MNXM1021[e],0,0,0,0,0
MNXM11814[e],0,0,0,0,0
MNXM1104899[e],0,0,0,0,0
MNXM1630[e],0,0,0,0,0
MNXM729132[e],0,0,0,0,0
MNXM3509[e],0,0,0,0,0
MNXM1106045[e],0,0,0,0,0
MNXM2245[e],0,0,0,0,0
MNXM46[e],0,0,0,0,0
MNXM235[e],0,0,0,0,0
MNXM1108339[e],0,0,0,0,0
MNXM1092468[e],0,0,0,0,0
MNXM1105063[e],0,0.306890006411781,0,522.183485820439,0
MNXM1093257[e],0,0.306890006411781,0,522.183485820439,0
MNXM1093258[e],0.0579866976895114,0,0,522.183485820439,0
MNXM1094149[e],0.0579866976895114,0,0,522.183485820439,0
MNXM1949[e],0,0,0,0,0
MNXM733031[e],0,0,0,0,0
MNXM1105965[e],0,0,0,0,0
MNXM1820[e],0,0,0,0,0
cpd90008[e],0,0,0,0,0
MNXM1105934[e],0,0,0,0,0
MNXM166689[e],2.41506328051144,2.54656510775293,10.856875202113,21.07216456357,0.131835759919504
MNXM18754[e],2.41506328051144,2.54656510775293,10.856875202113,21.07216456357,0.131835759919504
MNXM83070[e],0,0,0,0,0
MNXM13761[e],0,0,0,0,0
cpd90020[e],0,0,0,0,0
MNXM15783[e],0,0,0,0,0
MNXM8264[e],0,0,0,0,0
MNXM55287[e],0,0,0,0,0
MNXM739791[e],0,0,0,0,0
MNXM55276[e],0,0,0,0,0
MNXM740896[e],0,0,0,0,0
MNXM729872[e],0,0,0,0,0
MNXM731366[e],0,0,0,0,0
MNXM126241[e],0,0,0,0,0
MNXM40495[e],0,0,0,0,0
MNXM40496[e],0,0,0,0,0
MNXM927[e],0,0,0,0,0
MNXM962[e],0,0,0,0,0
MNXM5461[e],0,0,0,0,0
MNXM5490[e],0,0,0,0,0
MNXM5464[e],0,0,0,0.292903101891866,0.43101722128482
MNXM734080[e],0,0,0,0,0
MNXM7016[e],0,0,0,0,0
MNXM61843[e],1000,1000,1000,1000,1000
MNXM1103302[e],0,0,0,0,0
MNXM1107694[e],1000,1000,1000,1000,1000
MNXM1107695[e],0,0,0,0,0
MNXM577[e],0,0,0,0,0
MNXM320[e],0,0,0,0,0
MNXM730078[e],0,0,0,0,0
MNXM602[e],0,0,0,0,0
MNXM448[e],1000.05294153129,1999.99953820947,1999.99871313383,1998.65505099134,1999.8426398399
MNXM982[e],0,0,0,0,0
MNXM735208[e],0,0,0,0,0
MNXM191[e],0,0,0,0,0
MNXM731953[e],0,0,0,0,0
MNXM232[e],0,0,0,0,0
MNXM731962[e],0,0,0,0,0
MNXM1094019[e],0,0,0,0,0
MNXM713[e],0,0,0,0,0
MNXM734847[e],0,0,0,0,0
MNXM1091697[e],0,0,0,0,0
MNXM1091698[e],0,0,0,0,0
MNXM1855[e],3000,3000,3000,3000,3000
MNXM716[e],0,0,0,0,0
MNXM1091950[e],0,0,0,0,0
MNXM1092497[e],0,0,0,0,0
MNXM730[e],0,1999.96308735587,0,0,0
MNXM727871[e],0,0,0,0,0
MNXM974[e],1999.88965864595,0,0.274937389695777,8.98247955255115,1996.9495932791
MNXM1092591[e],0,0,0,0,0
MNXM1092592[e],0,0,0,0,0
MNXM1092593[e],0,0,0,0,0
