out_transport,flux_sum_min_1,flux_sum_min_2,flux_sum_min_3,flux_sum_min_4,flux_sum_min_5
MNXM1102072[e],1.32071209851909,2.70126922055022,3.99262556169524,15.8361232673689,1.00991072554583
MNXM1104527[e],0,0,0,0,0
MNXM1104756[e],0,0,0,0,0
MNXM1105732[e],41.0632129515064,190.917577305533,461.012831283343,562.15127013577,12.2511069196513
MNXM1106000[e],0.0279162422605288,0.0457274112838065,1.13503144513472,55.8776298903543,34.3369465025465
MNXM1106044[e],0,0,0,0,0
MNXM1106164[e],18.5974387192628,28.0854391864772,116.195667289188,166.373606518703,20.9408111562114
MNXM1106761[e],27.6721250901717,37.6244158497361,55.7921612541046,129.925103860004,30.0215532084467
MNXM1106762[e],0.0474119166607153,0,0.624384725221103,2.26503496929299,4.09554283480801
MNXM1107192[e],15.6333995387763,NaN,105.01723747671,488.435134323991,5.74122709060678
MNXM1107769[e],3.86848068087991,4.99761630817673,7.77738363423896,17.3678830346444,3.80251661399972
MNXM1107821[e],18.8045495948424,34.6265470729525,79.2913346037726,55.0795027394665,15.2455155827518
MNXM1107900[e],27.703893837945,81.5249335485233,187.972569786532,550.283393660352,28.8027852098602
MNXM1107903[e],1.834994997001,4.61153981862398,10.4674040555929,223.76344555969,0.99145779476585
MNXM1107981[e],0,0,0,0,0
MNXM1108092[e],63.9415124950357,77.0556157948436,133.433860763782,608.260053538019,3.69299722735871
MNXM1108206[e],15.667336658443,29.4345234944655,110.090413378732,147.876078064526,9.46504428013613
MNXM1118[e],0.532568131366925,0.0933495793330162,0.0657338492342132,0.226859679125322,0.834758830547903
MNXM1137670[e],51.7754516046705,40.4126506319423,82.7055937284378,252.161289325815,77.3723781515126
MNXM114[e],1.19913886819669,2.58324349295099,21.197601672646,35.2498240884385,0.416189221635681
MNXM117[e],0,0,0,0,0
MNXM118[e],6.18695684984516,5.58275729572536,8.31412668929795,6.51567159306206,0.23682344811459
MNXM1275[e],0,0,0,0,0
MNXM128[e],4.0660251833147,0.785769081022675,109.285643787863,520.835184899982,38.2814461453407
MNXM13[e],755.309884981885,769.83530966552,783.236760338064,1821.61905215402,23.0536664581067
MNXM2255[e],0.0372600919675158,0.0490298726445381,0.0759051561776051,25.2512936863569,0.0421662086638133
MNXM270[e],1273.34655074034,1707.24861903053,4124.12560376053,6465.62915224233,521.76661708963
MNXM274[e],0.0240491869995759,0.0316519844571414,0.0489987502960042,0.100742338412915,0.0272163111916014
MNXM27[e],0.158368697932322,0.275033824703676,0.25054727216532,0.924830952461514,0.021866110747454
MNXM289[e],0,0,0,0,0
MNXM29[e],6.82183315425368,9.7442237286654,47.4546679979951,535.063122786944,16.6809192311158
MNXM311[e],0.00195613173572163,0.00354241559644326,NaN,43.1186185598935,0.282984587970001
MNXM3230[e],0.232167174487684,0.591278441011488,0.285314152877343,22.0491563413228,0.823486422409824
MNXM3448[e],0,0,0,0,0
MNXM37[e],111.885280950583,129.998929118877,190.375242274231,827.919655495501,92.9048221102685
MNXM40494[e],0,0,0,0,0
MNXM435[e],8.86788647475798,9.75908300576703,11.9064615475053,178.533728019432,14.1145418810484
MNXM458[e],0.0255733263929869,NaN,0,22.665120979681,0.415013070271986
MNXM617[e],22.8686837558343,NaN,1191.28468018562,2053.90953319866,1000.03008819902
MNXM647[e],2.06170611291199,5.29915889743052,17.645217935379,78.9927813603483,1.65894885903096
MNXM653[e],6.8703638498718,0.615528933708552,0.953043822154245,78.9156729892761,0.529373022264565
MNXM664[e],0,0,0,0,0
MNXM683[e],0.140578588954391,1.04979681599539,0,257.308025594592,38.3592352575623
MNXM726092[e],0,0,0,0,0
MNXM726638[e],0,0,0,0,0
MNXM726711[e],3.78421653701571,8.18757596764993,59.1104323793465,1156.80912499564,0.265902567449362
MNXM726712[e],3.91099726198309,7.4772670987142,58.2206525220485,1157.70618907297,0.00422946954612166
MNXM727657[e],0,0,0,0,0
MNXM728337[e],15.7020247817382,19.6514995781848,34.6261377858969,151.451268018509,15.9207815561997
MNXM729302[e],8.97039098533184,18.0606784276683,153.018433913371,550.218361163598,8.03004040929639
MNXM729800[e],10.6117577452563,16.8604533029332,20.5736442693472,160.059865592928,1.82133796212416
MNXM729972[e],0,0,0,0,0
MNXM731166[e],0.03823068770608,0.0503068082531869,0.0778878386840241,0.160148695097875,0.0432652890975181
MNXM731368[e],0,0,0,0,0
MNXM731950[e],11.5630580151345,8.07006036274235,20.8470983311234,97.3379850891293,0
MNXM732620[e],33.5083236965013,152.261308679645,309.17123969247,288.863595945422,0.334785906567923
MNXM733186[e],0,0,0.00099545975536931,0,0
MNXM734864[e],1999.99993144704,1692.84925299802,1601.24816724683,2000.00000000056,0
MNXM735438[e],144.894799192818,337.177065900203,710.499111593435,1000.00000000008,456.757279339418
MNXM735978[e],0.280663934428103,0.369318968481302,0.571802706635396,343.03212669608,0.317626913305027
MNXM736072[e],0,0,0,0,0
MNXM736620[e],0,0,0,0,0
MNXM738068[e],1.99320272221908,0.579310469467636,99.0732504581793,506.723114462442,9.09150897204114
MNXM738430[e],0,0,0,0,0
MNXM738804[e],8.64617432500615,12.3469443810813,18.9944141408511,38.2878043226486,10.2144914762896
MNXM739527[e],3.27706604103782,NaN,22.815858960563,59.5873455880773,12.4595213452737
MNXM739756[e],0,0,0,0,0
MNXM741173[e],70.4259422185712,82.3328965720902,54.7184329479124,1088.13154466764,74.0934061411037
MNXM741664[e],17.4254827502606,22.9295331485936,35.5122773627737,72.9955040887214,19.7202068941812
MNXM745[e],0,0,NaN,0,0
MNXM75[e],13.440195246256,42.72742574262,59.6367420658024,668.841921222335,23.7249578807008
MNXM78362[e],0,0,0,0,0
MNXM821[e],0,0,0.0652782458725756,0,0
MNXM8263[e],0,0,0,0,0
MNXM8664[e],0,0,0,0,0
MNXM8667[e],0,0,0,0,0
MNXM8670[e],0,0,0,0,0
MNXM8825[e],0,0,0,0,0
MNXM8868[e],0,0,0,0,0
MNXM89612[e],69.6915509704964,96.1442780523138,76.6752524061007,314.076715155405,9.11024373417578
MNXM90960[e],39.7683562548563,29.3384660698479,15.4670747575394,209.883657393201,42.3050158129313
MNXM90[e],0,0,0,0,0
MNXM9[e],5.83476405171577,2.19345707060236,5.24418268310583,72.9765843970322,0.00610231323188505
WATER[e],1474.25000590965,1851.34286960148,2566.14690118685,3334.55234311401,1262.48293762843
